incrad,minsep,crowder_potential,phi_slot,phi_membrane,Labels
2.75,0.7,0.19,0.699229602,0.524422201,0.0
2.75,0.7,0.19,0.699229602,0.524422201,1.0
2.75,0.7,0.19,0.699229602,0.524422201,0.0
2.75,0.7,0.19,0.699229602,0.524422201,0.0
2.75,0.7,0.19,0.699229602,0.524422201,0.0
2.75,1.77,-0.12,0.992292728,0.744219546,1.0
2.75,1.77,-0.12,0.992292728,0.744219546,1.0
2.75,1.77,-0.12,0.992292728,0.744219546,1.0
2.75,1.77,-0.12,0.992292728,0.744219546,1.0
2.75,1.77,-0.12,0.992292728,0.744219546,1.0
2.75,1.24,0.25,0.699229602,0.524422201,0.0
2.75,1.24,0.25,0.699229602,0.524422201,0.0
2.75,1.24,0.25,0.699229602,0.524422201,0.0
2.75,1.24,0.25,0.699229602,0.524422201,0.0
2.75,1.24,0.25,0.699229602,0.524422201,0.0
2.75,1.24,-0.25,0.699229602,0.524422201,0.0
2.75,1.24,-0.25,0.699229602,0.524422201,1.0
2.75,1.24,-0.25,0.699229602,0.524422201,0.0
2.75,1.24,-0.25,0.699229602,0.524422201,1.0
2.75,1.24,-0.25,0.699229602,0.524422201,1.0
2.75,1.77,-0.06,0.992292728,0.744219546,1.0
2.75,1.77,-0.06,0.992292728,0.744219546,1.0
2.75,1.77,-0.06,0.992292728,0.744219546,1.0
2.75,1.77,-0.06,0.992292728,0.744219546,1.0
2.75,1.77,-0.06,0.992292728,0.744219546,1.0
2.75,1.77,-0.19,0.992292728,0.744219546,1.0
2.75,1.77,-0.19,0.992292728,0.744219546,1.0
2.75,1.77,-0.19,0.992292728,0.744219546,1.0
2.75,1.77,-0.19,0.992292728,0.744219546,1.0
2.75,1.77,-0.19,0.992292728,0.744219546,1.0
2.75,1.24,0.19,0.699229602,0.524422201,1.0
2.75,1.24,0.19,0.699229602,0.524422201,0.0
2.75,1.24,0.19,0.699229602,0.524422201,0.0
2.75,1.24,0.19,0.699229602,0.524422201,0.0
2.75,1.24,0.19,0.699229602,0.524422201,1.0
2.75,1.24,0.12,0.699229602,0.524422201,1.0
2.75,1.24,0.12,0.699229602,0.524422201,1.0
2.75,1.24,0.12,0.699229602,0.524422201,0.0
2.75,1.24,0.12,0.699229602,0.524422201,1.0
2.75,1.24,0.12,0.699229602,0.524422201,0.0
2.75,1.24,-0.19,0.699229602,0.524422201,0.0
2.75,1.24,-0.19,0.699229602,0.524422201,1.0
2.75,1.24,-0.19,0.699229602,0.524422201,0.0
2.75,1.24,-0.19,0.699229602,0.524422201,1.0
2.75,1.24,-0.19,0.699229602,0.524422201,1.0
2.75,0.7,0.06,0.699229602,0.524422201,0.0
2.75,0.7,0.06,0.699229602,0.524422201,0.0
2.75,0.7,0.06,0.699229602,0.524422201,0.0
2.75,0.7,0.06,0.699229602,0.524422201,0.0
2.75,0.7,0.06,0.699229602,0.524422201,1.0
2.75,1.77,0.12,0.992292728,0.744219546,1.0
2.75,1.77,0.12,0.992292728,0.744219546,1.0
2.75,1.77,0.12,0.992292728,0.744219546,1.0
2.75,1.77,0.12,0.992292728,0.744219546,1.0
2.75,1.77,0.12,0.992292728,0.744219546,1.0
2.75,1.77,0.19,0.992292728,0.744219546,1.0
2.75,1.77,0.19,0.992292728,0.744219546,1.0
2.75,1.77,0.19,0.992292728,0.744219546,1.0
2.75,1.77,0.19,0.992292728,0.744219546,1.0
2.75,1.77,0.19,0.992292728,0.744219546,1.0
2.75,1.77,0.25,0.992292728,0.744219546,1.0
2.75,1.77,0.25,0.992292728,0.744219546,1.0
2.75,1.77,0.25,0.992292728,0.744219546,1.0
2.75,1.77,0.25,0.992292728,0.744219546,1.0
2.75,1.77,0.25,0.992292728,0.744219546,1.0
2.75,2.31,-0.25,0.992292728,0.744219546,1.0
2.75,2.31,-0.25,0.992292728,0.744219546,1.0
2.75,2.31,-0.25,0.992292728,0.744219546,1.0
2.75,2.31,-0.25,0.992292728,0.744219546,1.0
2.75,2.31,-0.25,0.992292728,0.744219546,1.0
2.75,1.77,-0.25,0.992292728,0.744219546,1.0
2.75,1.77,-0.25,0.992292728,0.744219546,1.0
2.75,1.77,-0.25,0.992292728,0.744219546,1.0
2.75,1.77,-0.25,0.992292728,0.744219546,1.0
2.75,1.77,-0.25,0.992292728,0.744219546,1.0
2.75,1.24,0.06,0.699229602,0.524422201,0.0
2.75,1.24,0.06,0.699229602,0.524422201,0.0
2.75,1.24,0.06,0.699229602,0.524422201,0.0
2.75,1.24,0.06,0.699229602,0.524422201,1.0
2.75,1.24,0.06,0.699229602,0.524422201,0.0
2.75,1.24,0.0,0.699229602,0.524422201,0.0
2.75,1.24,0.0,0.699229602,0.524422201,0.0
2.75,1.24,0.0,0.699229602,0.524422201,0.0
2.75,1.24,0.0,0.699229602,0.524422201,0.0
2.75,1.24,0.0,0.699229602,0.524422201,1.0
2.75,1.24,-0.06,0.699229602,0.524422201,0.0
2.75,1.24,-0.06,0.699229602,0.524422201,0.0
2.75,1.24,-0.06,0.699229602,0.524422201,1.0
2.75,1.24,-0.06,0.699229602,0.524422201,1.0
2.75,1.24,-0.06,0.699229602,0.524422201,1.0
2.75,2.31,-0.19,0.992292728,0.744219546,1.0
2.75,2.31,-0.19,0.992292728,0.744219546,1.0
2.75,2.31,-0.19,0.992292728,0.744219546,1.0
2.75,2.31,-0.19,0.992292728,0.744219546,1.0
2.75,2.31,-0.19,0.992292728,0.744219546,1.0
2.75,2.31,-0.12,0.992292728,0.744219546,1.0
2.75,2.31,-0.12,0.992292728,0.744219546,1.0
2.75,2.31,-0.12,0.992292728,0.744219546,1.0
2.75,2.31,-0.12,0.992292728,0.744219546,1.0
2.75,2.31,-0.12,0.992292728,0.744219546,1.0
2.75,2.31,-0.06,0.992292728,0.744219546,1.0
2.75,2.31,-0.06,0.992292728,0.744219546,1.0
2.75,2.31,-0.06,0.992292728,0.744219546,1.0
2.75,2.31,-0.06,0.992292728,0.744219546,1.0
2.75,2.31,-0.06,0.992292728,0.744219546,1.0
2.75,2.31,0.12,0.992292728,0.744219546,1.0
2.75,2.31,0.12,0.992292728,0.744219546,1.0
2.75,2.31,0.12,0.992292728,0.744219546,1.0
2.75,2.31,0.12,0.992292728,0.744219546,1.0
2.75,2.31,0.12,0.992292728,0.744219546,1.0
2.75,2.31,0.19,0.992292728,0.744219546,1.0
2.75,2.31,0.19,0.992292728,0.744219546,1.0
2.75,2.31,0.19,0.992292728,0.744219546,1.0
2.75,2.31,0.19,0.992292728,0.744219546,1.0
2.75,2.31,0.19,0.992292728,0.744219546,1.0
2.75,2.85,-0.06,0.992292728,0.744219546,1.0
2.75,2.85,-0.06,0.992292728,0.744219546,1.0
2.75,2.85,-0.06,0.992292728,0.744219546,1.0
2.75,2.85,-0.06,0.992292728,0.744219546,1.0
2.75,2.85,-0.06,0.992292728,0.744219546,1.0
2.75,2.85,-0.12,0.992292728,0.744219546,1.0
2.75,2.85,-0.12,0.992292728,0.744219546,1.0
2.75,2.85,-0.12,0.992292728,0.744219546,1.0
2.75,2.85,-0.12,0.992292728,0.744219546,1.0
2.75,2.85,-0.12,0.992292728,0.744219546,1.0
2.75,2.31,0.25,0.992292728,0.744219546,1.0
2.75,2.31,0.25,0.992292728,0.744219546,1.0
2.75,2.31,0.25,0.992292728,0.744219546,1.0
2.75,2.31,0.25,0.992292728,0.744219546,1.0
2.75,2.31,0.25,0.992292728,0.744219546,1.0
2.75,2.85,0.0,0.992292728,0.744219546,1.0
2.75,2.85,0.0,0.992292728,0.744219546,1.0
2.75,2.85,0.0,0.992292728,0.744219546,1.0
2.75,2.85,0.0,0.992292728,0.744219546,1.0
2.75,2.85,0.0,0.992292728,0.744219546,1.0
2.75,2.85,-0.25,0.992292728,0.744219546,1.0
2.75,2.85,-0.25,0.992292728,0.744219546,1.0
2.75,2.85,-0.25,0.992292728,0.744219546,1.0
2.75,2.85,-0.25,0.992292728,0.744219546,1.0
2.75,2.85,-0.25,0.992292728,0.744219546,1.0
2.75,2.85,-0.19,0.992292728,0.744219546,1.0
2.75,2.85,-0.19,0.992292728,0.744219546,1.0
2.75,2.85,-0.19,0.992292728,0.744219546,1.0
2.75,2.85,-0.19,0.992292728,0.744219546,1.0
2.75,2.85,-0.19,0.992292728,0.744219546,1.0
2.75,2.85,0.06,0.992292728,0.744219546,1.0
2.75,2.85,0.06,0.992292728,0.744219546,1.0
2.75,2.85,0.06,0.992292728,0.744219546,1.0
2.75,2.85,0.06,0.992292728,0.744219546,1.0
2.75,2.85,0.06,0.992292728,0.744219546,1.0
2.75,2.85,0.12,0.992292728,0.744219546,1.0
2.75,2.85,0.12,0.992292728,0.744219546,1.0
2.75,2.85,0.12,0.992292728,0.744219546,1.0
2.75,2.85,0.12,0.992292728,0.744219546,1.0
2.75,2.85,0.12,0.992292728,0.744219546,1.0
2.75,3.39,-0.25,0.992292728,0.744219546,1.0
2.75,3.39,-0.25,0.992292728,0.744219546,1.0
2.75,3.39,-0.25,0.992292728,0.744219546,1.0
2.75,3.39,-0.25,0.992292728,0.744219546,1.0
2.75,3.39,-0.25,0.992292728,0.744219546,1.0
2.75,3.39,-0.12,0.992292728,0.744219546,1.0
2.75,3.39,-0.12,0.992292728,0.744219546,1.0
2.75,3.39,-0.12,0.992292728,0.744219546,1.0
2.75,3.39,-0.12,0.992292728,0.744219546,1.0
2.75,3.39,-0.12,0.992292728,0.744219546,1.0
2.75,2.85,0.19,0.992292728,0.744219546,1.0
2.75,2.85,0.19,0.992292728,0.744219546,1.0
2.75,2.85,0.19,0.992292728,0.744219546,1.0
2.75,2.85,0.19,0.992292728,0.744219546,1.0
2.75,2.85,0.19,0.992292728,0.744219546,1.0
2.75,3.39,-0.19,0.992292728,0.744219546,1.0
2.75,3.39,-0.19,0.992292728,0.744219546,1.0
2.75,3.39,-0.19,0.992292728,0.744219546,1.0
2.75,3.39,-0.19,0.992292728,0.744219546,1.0
2.75,3.39,-0.19,0.992292728,0.744219546,1.0
2.75,2.85,0.25,0.992292728,0.744219546,1.0
2.75,2.85,0.25,0.992292728,0.744219546,1.0
2.75,2.85,0.25,0.992292728,0.744219546,1.0
2.75,2.85,0.25,0.992292728,0.744219546,1.0
2.75,2.85,0.25,0.992292728,0.744219546,1.0
2.75,3.39,0.06,0.992292728,0.744219546,1.0
2.75,3.39,0.06,0.992292728,0.744219546,1.0
2.75,3.39,0.06,0.992292728,0.744219546,1.0
2.75,3.39,0.06,0.992292728,0.744219546,1.0
2.75,3.39,0.06,0.992292728,0.744219546,1.0
2.75,3.39,0.19,0.992292728,0.744219546,1.0
2.75,3.39,0.19,0.992292728,0.744219546,1.0
2.75,3.39,0.19,0.992292728,0.744219546,1.0
2.75,3.39,0.19,0.992292728,0.744219546,1.0
2.75,3.39,0.19,0.992292728,0.744219546,1.0
2.75,3.39,0.25,0.992292728,0.744219546,1.0
2.75,3.39,0.25,0.992292728,0.744219546,1.0
2.75,3.39,0.25,0.992292728,0.744219546,1.0
2.75,3.39,0.25,0.992292728,0.744219546,1.0
2.75,3.39,0.25,0.992292728,0.744219546,1.0
2.75,3.39,0.0,0.992292728,0.744219546,1.0
2.75,3.39,0.0,0.992292728,0.744219546,1.0
2.75,3.39,0.0,0.992292728,0.744219546,1.0
2.75,3.39,0.0,0.992292728,0.744219546,1.0
2.75,3.39,0.0,0.992292728,0.744219546,1.0
2.75,3.39,0.12,0.992292728,0.744219546,1.0
2.75,3.39,0.12,0.992292728,0.744219546,1.0
2.75,3.39,0.12,0.992292728,0.744219546,1.0
2.75,3.39,0.12,0.992292728,0.744219546,1.0
2.75,3.39,0.12,0.992292728,0.744219546,1.0
2.75,3.39,-0.06,0.992292728,0.744219546,1.0
2.75,3.39,-0.06,0.992292728,0.744219546,1.0
2.75,3.39,-0.06,0.992292728,0.744219546,1.0
2.75,3.39,-0.06,0.992292728,0.744219546,1.0
2.75,3.39,-0.06,0.992292728,0.744219546,1.0
2.75,3.92,-0.25,0.992292728,0.744219546,1.0
2.75,3.92,-0.25,0.992292728,0.744219546,1.0
2.75,3.92,-0.25,0.992292728,0.744219546,1.0
2.75,3.92,-0.25,0.992292728,0.744219546,1.0
2.75,3.92,-0.25,0.992292728,0.744219546,1.0
2.75,3.92,0.0,0.992292728,0.744219546,1.0
2.75,3.92,0.0,0.992292728,0.744219546,1.0
2.75,3.92,0.0,0.992292728,0.744219546,1.0
2.75,3.92,0.0,0.992292728,0.744219546,1.0
2.75,3.92,0.0,0.992292728,0.744219546,1.0
2.75,3.92,0.19,0.992292728,0.744219546,1.0
2.75,3.92,0.19,0.992292728,0.744219546,1.0
2.75,3.92,0.19,0.992292728,0.744219546,1.0
2.75,3.92,0.19,0.992292728,0.744219546,1.0
2.75,3.92,0.19,0.992292728,0.744219546,1.0
2.75,3.92,0.25,0.992292728,0.744219546,1.0
2.75,3.92,0.25,0.992292728,0.744219546,1.0
2.75,3.92,0.25,0.992292728,0.744219546,1.0
2.75,3.92,0.25,0.992292728,0.744219546,1.0
2.75,3.92,0.25,0.992292728,0.744219546,1.0
2.75,3.92,0.12,0.992292728,0.744219546,1.0
2.75,3.92,0.12,0.992292728,0.744219546,1.0
2.75,3.92,0.12,0.992292728,0.744219546,1.0
2.75,3.92,0.12,0.992292728,0.744219546,1.0
2.75,3.92,0.12,0.992292728,0.744219546,1.0
2.75,3.92,0.06,0.992292728,0.744219546,1.0
2.75,3.92,0.06,0.992292728,0.744219546,1.0
2.75,3.92,0.06,0.992292728,0.744219546,1.0
2.75,3.92,0.06,0.992292728,0.744219546,1.0
2.75,3.92,0.06,0.992292728,0.744219546,1.0
2.75,3.92,-0.12,0.992292728,0.744219546,1.0
2.75,3.92,-0.12,0.992292728,0.744219546,1.0
2.75,3.92,-0.12,0.992292728,0.744219546,1.0
2.75,3.92,-0.12,0.992292728,0.744219546,1.0
2.75,3.92,-0.12,0.992292728,0.744219546,1.0
2.75,3.92,-0.19,0.992292728,0.744219546,1.0
2.75,3.92,-0.19,0.992292728,0.744219546,1.0
2.75,3.92,-0.19,0.992292728,0.744219546,1.0
2.75,3.92,-0.19,0.992292728,0.744219546,1.0
2.75,3.92,-0.19,0.992292728,0.744219546,1.0
2.75,3.92,-0.06,0.992292728,0.744219546,1.0
2.75,3.92,-0.06,0.992292728,0.744219546,1.0
2.75,3.92,-0.06,0.992292728,0.744219546,1.0
2.75,3.92,-0.06,0.992292728,0.744219546,1.0
2.75,3.92,-0.06,0.992292728,0.744219546,1.0
2.75,4.46,-0.19,0.992292728,0.744219546,1.0
2.75,4.46,-0.19,0.992292728,0.744219546,1.0
2.75,4.46,-0.19,0.992292728,0.744219546,1.0
2.75,4.46,-0.19,0.992292728,0.744219546,1.0
2.75,4.46,-0.19,0.992292728,0.744219546,1.0
2.75,4.46,-0.12,0.992292728,0.744219546,1.0
2.75,4.46,-0.12,0.992292728,0.744219546,1.0
2.75,4.46,-0.12,0.992292728,0.744219546,1.0
2.75,4.46,-0.12,0.992292728,0.744219546,1.0
2.75,4.46,-0.12,0.992292728,0.744219546,1.0
2.75,4.46,0.0,0.992292728,0.744219546,1.0
2.75,4.46,0.0,0.992292728,0.744219546,1.0
2.75,4.46,0.0,0.992292728,0.744219546,1.0
2.75,4.46,0.0,0.992292728,0.744219546,1.0
2.75,4.46,0.0,0.992292728,0.744219546,1.0
2.75,4.46,-0.06,0.992292728,0.744219546,1.0
2.75,4.46,-0.06,0.992292728,0.744219546,1.0
2.75,4.46,-0.06,0.992292728,0.744219546,1.0
2.75,4.46,-0.06,0.992292728,0.744219546,1.0
2.75,4.46,-0.06,0.992292728,0.744219546,1.0
2.75,4.46,0.06,0.992292728,0.744219546,1.0
2.75,4.46,0.06,0.992292728,0.744219546,1.0
2.75,4.46,0.06,0.992292728,0.744219546,1.0
2.75,4.46,0.06,0.992292728,0.744219546,1.0
2.75,4.46,0.06,0.992292728,0.744219546,1.0
2.75,4.46,-0.25,0.992292728,0.744219546,1.0
2.75,4.46,-0.25,0.992292728,0.744219546,1.0
2.75,4.46,-0.25,0.992292728,0.744219546,1.0
2.75,4.46,-0.25,0.992292728,0.744219546,1.0
2.75,4.46,-0.25,0.992292728,0.744219546,1.0
2.75,4.46,0.12,0.992292728,0.744219546,1.0
2.75,4.46,0.12,0.992292728,0.744219546,1.0
2.75,4.46,0.12,0.992292728,0.744219546,1.0
2.75,4.46,0.12,0.992292728,0.744219546,1.0
2.75,4.46,0.12,0.992292728,0.744219546,1.0
2.75,4.46,0.19,0.992292728,0.744219546,1.0
2.75,4.46,0.19,0.992292728,0.744219546,1.0
2.75,4.46,0.19,0.992292728,0.744219546,1.0
2.75,4.46,0.19,0.992292728,0.744219546,1.0
2.75,4.46,0.19,0.992292728,0.744219546,1.0
2.75,4.46,0.25,0.992292728,0.744219546,1.0
2.75,4.46,0.25,0.992292728,0.744219546,1.0
2.75,4.46,0.25,0.992292728,0.744219546,1.0
2.75,4.46,0.25,0.992292728,0.744219546,1.0
2.75,4.46,0.25,0.992292728,0.744219546,1.0
0.5,0.7,-0.19,0.807092845,0.605319634,0.0
0.5,0.7,-0.19,0.807092845,0.605319634,0.0
0.5,0.7,-0.19,0.807092845,0.605319634,1.0
0.5,0.7,-0.19,0.807092845,0.605319634,1.0
0.5,0.7,-0.19,0.807092845,0.605319634,1.0
0.5,3.39,0.25,0.979064165,0.734298124,1.0
0.5,3.39,0.25,0.979064165,0.734298124,1.0
0.5,3.39,0.25,0.979064165,0.734298124,1.0
0.5,3.39,0.25,0.979064165,0.734298124,0.0
0.5,3.39,0.25,0.979064165,0.734298124,0.0
0.5,3.92,-0.25,0.982843754,0.737132816,1.0
0.5,3.92,-0.25,0.982843754,0.737132816,0.0
0.5,3.92,-0.25,0.982843754,0.737132816,1.0
0.5,3.92,-0.25,0.982843754,0.737132816,0.0
0.5,3.92,-0.25,0.982843754,0.737132816,0.0
0.5,3.92,-0.19,0.982843754,0.737132816,1.0
0.5,3.92,-0.19,0.982843754,0.737132816,1.0
0.5,3.92,-0.19,0.982843754,0.737132816,0.0
0.5,3.92,-0.19,0.982843754,0.737132816,0.0
0.5,3.92,-0.19,0.982843754,0.737132816,0.0
0.5,3.92,-0.12,0.982843754,0.737132816,1.0
0.5,3.92,-0.12,0.982843754,0.737132816,0.0
0.5,3.92,-0.12,0.982843754,0.737132816,0.0
0.5,3.92,-0.12,0.982843754,0.737132816,1.0
0.5,3.92,-0.12,0.982843754,0.737132816,1.0
0.5,3.92,-0.06,0.982843754,0.737132816,0.0
0.5,3.92,-0.06,0.982843754,0.737132816,0.0
0.5,3.92,-0.06,0.982843754,0.737132816,0.0
0.5,3.92,-0.06,0.982843754,0.737132816,0.0
0.5,3.92,-0.06,0.982843754,0.737132816,0.0
0.5,3.92,0.0,0.982843754,0.737132816,0.0
0.5,3.92,0.0,0.982843754,0.737132816,0.0
0.5,3.92,0.0,0.982843754,0.737132816,1.0
0.5,3.92,0.0,0.982843754,0.737132816,0.0
0.5,3.92,0.0,0.982843754,0.737132816,0.0
0.5,3.92,0.06,0.982843754,0.737132816,0.0
0.5,3.92,0.06,0.982843754,0.737132816,1.0
0.5,3.92,0.06,0.982843754,0.737132816,0.0
0.5,3.92,0.06,0.982843754,0.737132816,0.0
0.5,3.92,0.06,0.982843754,0.737132816,0.0
0.5,3.92,0.12,0.982843754,0.737132816,1.0
0.5,3.92,0.12,0.982843754,0.737132816,1.0
0.5,3.92,0.12,0.982843754,0.737132816,0.0
0.5,3.92,0.12,0.982843754,0.737132816,1.0
0.5,3.92,0.12,0.982843754,0.737132816,1.0
0.5,3.92,0.19,0.982843754,0.737132816,0.0
0.5,3.92,0.19,0.982843754,0.737132816,1.0
0.5,3.92,0.19,0.982843754,0.737132816,0.0
0.5,3.92,0.19,0.982843754,0.737132816,0.0
0.5,3.92,0.19,0.982843754,0.737132816,0.0
0.5,3.92,0.25,0.982843754,0.737132816,0.0
0.5,3.92,0.25,0.982843754,0.737132816,0.0
0.5,3.92,0.25,0.982843754,0.737132816,0.0
0.5,3.92,0.25,0.982843754,0.737132816,0.0
0.5,3.92,0.25,0.982843754,0.737132816,1.0
0.5,4.46,-0.12,0.992292728,0.744219546,1.0
0.5,4.46,-0.12,0.992292728,0.744219546,1.0
0.5,4.46,-0.12,0.992292728,0.744219546,1.0
0.5,4.46,-0.12,0.992292728,0.744219546,1.0
0.5,4.46,-0.12,0.992292728,0.744219546,1.0
0.5,4.46,0.06,0.992292728,0.744219546,1.0
0.5,4.46,0.06,0.992292728,0.744219546,1.0
0.5,4.46,0.06,0.992292728,0.744219546,1.0
0.5,4.46,0.06,0.992292728,0.744219546,1.0
0.5,4.46,0.06,0.992292728,0.744219546,1.0
0.5,4.46,0.12,0.992292728,0.744219546,1.0
0.5,4.46,0.12,0.992292728,0.744219546,1.0
0.5,4.46,0.12,0.992292728,0.744219546,1.0
0.5,4.46,0.12,0.992292728,0.744219546,1.0
0.5,4.46,0.12,0.992292728,0.744219546,1.0
0.5,4.46,0.25,0.992292728,0.744219546,1.0
0.5,4.46,0.25,0.992292728,0.744219546,1.0
0.5,4.46,0.25,0.992292728,0.744219546,1.0
0.5,4.46,0.25,0.992292728,0.744219546,1.0
0.5,4.46,0.25,0.992292728,0.744219546,1.0
0.5,5.0,-0.25,0.992292728,0.744219546,1.0
0.5,5.0,-0.25,0.992292728,0.744219546,1.0
0.5,5.0,-0.25,0.992292728,0.744219546,1.0
0.5,5.0,-0.25,0.992292728,0.744219546,1.0
0.5,5.0,-0.25,0.992292728,0.744219546,1.0
0.5,5.0,-0.12,0.992292728,0.744219546,1.0
0.5,5.0,-0.12,0.992292728,0.744219546,1.0
0.5,5.0,-0.12,0.992292728,0.744219546,1.0
0.5,5.0,-0.12,0.992292728,0.744219546,1.0
0.5,5.0,-0.12,0.992292728,0.744219546,1.0
0.5,5.0,-0.19,0.992292728,0.744219546,1.0
0.5,5.0,-0.19,0.992292728,0.744219546,1.0
0.5,5.0,-0.19,0.992292728,0.744219546,1.0
0.5,5.0,-0.19,0.992292728,0.744219546,1.0
0.5,5.0,-0.19,0.992292728,0.744219546,1.0
0.5,5.0,-0.06,0.992292728,0.744219546,1.0
0.5,5.0,-0.06,0.992292728,0.744219546,1.0
0.5,5.0,-0.06,0.992292728,0.744219546,1.0
0.5,5.0,-0.06,0.992292728,0.744219546,1.0
0.5,5.0,-0.06,0.992292728,0.744219546,1.0
0.5,5.0,0.0,0.992292728,0.744219546,1.0
0.5,5.0,0.0,0.992292728,0.744219546,1.0
0.5,5.0,0.0,0.992292728,0.744219546,1.0
0.5,5.0,0.0,0.992292728,0.744219546,1.0
0.5,5.0,0.0,0.992292728,0.744219546,1.0
0.5,5.0,0.12,0.992292728,0.744219546,1.0
0.5,5.0,0.12,0.992292728,0.744219546,1.0
0.5,5.0,0.12,0.992292728,0.744219546,1.0
0.5,5.0,0.12,0.992292728,0.744219546,1.0
0.5,5.0,0.12,0.992292728,0.744219546,1.0
0.5,5.0,0.06,0.992292728,0.744219546,1.0
0.5,5.0,0.06,0.992292728,0.744219546,1.0
0.5,5.0,0.06,0.992292728,0.744219546,1.0
0.5,5.0,0.06,0.992292728,0.744219546,1.0
0.5,5.0,0.06,0.992292728,0.744219546,1.0
0.5,5.0,0.19,0.992292728,0.744219546,1.0
0.5,5.0,0.19,0.992292728,0.744219546,1.0
0.5,5.0,0.19,0.992292728,0.744219546,1.0
0.5,5.0,0.19,0.992292728,0.744219546,1.0
0.5,5.0,0.19,0.992292728,0.744219546,1.0
0.5,5.0,0.25,0.992292728,0.744219546,1.0
0.5,5.0,0.25,0.992292728,0.744219546,1.0
0.5,5.0,0.25,0.992292728,0.744219546,1.0
0.5,5.0,0.25,0.992292728,0.744219546,1.0
0.5,5.0,0.25,0.992292728,0.744219546,1.0
1.06,0.7,0.19,0.749487813,0.56211586,0.0
1.06,0.7,0.19,0.749487813,0.56211586,1.0
1.06,0.7,0.19,0.749487813,0.56211586,1.0
1.06,0.7,0.19,0.749487813,0.56211586,0.0
1.06,0.7,0.19,0.749487813,0.56211586,1.0
1.06,0.7,0.25,0.749487813,0.56211586,1.0
1.06,0.7,0.25,0.749487813,0.56211586,1.0
1.06,0.7,0.25,0.749487813,0.56211586,1.0
1.06,0.7,0.25,0.749487813,0.56211586,0.0
1.06,0.7,0.25,0.749487813,0.56211586,1.0
1.06,1.24,-0.25,0.801517438,0.601138078,0.0
1.06,1.24,-0.25,0.801517438,0.601138078,1.0
1.06,1.24,-0.25,0.801517438,0.601138078,1.0
1.06,1.24,-0.25,0.801517438,0.601138078,1.0
1.06,1.24,-0.25,0.801517438,0.601138078,1.0
1.06,1.24,-0.19,0.801517438,0.601138078,1.0
1.06,1.24,-0.19,0.801517438,0.601138078,1.0
1.06,1.24,-0.19,0.801517438,0.601138078,1.0
1.06,1.24,-0.19,0.801517438,0.601138078,1.0
1.06,1.24,-0.19,0.801517438,0.601138078,0.0
1.06,1.24,-0.12,0.801517438,0.601138078,1.0
1.06,1.24,-0.12,0.801517438,0.601138078,1.0
1.06,1.24,-0.12,0.801517438,0.601138078,0.0
1.06,1.24,-0.12,0.801517438,0.601138078,0.0
1.06,1.24,-0.12,0.801517438,0.601138078,1.0
1.06,1.24,0.0,0.801517438,0.601138078,0.0
1.06,1.24,0.0,0.801517438,0.601138078,1.0
1.06,1.24,0.0,0.801517438,0.601138078,1.0
1.06,1.24,0.0,0.801517438,0.601138078,1.0
1.06,1.24,0.0,0.801517438,0.601138078,1.0
1.06,1.24,0.12,0.801517438,0.601138078,1.0
1.06,1.24,0.12,0.801517438,0.601138078,0.0
1.06,1.24,0.12,0.801517438,0.601138078,1.0
1.06,1.24,0.12,0.801517438,0.601138078,1.0
1.06,1.24,0.12,0.801517438,0.601138078,1.0
1.06,1.24,0.06,0.801517438,0.601138078,1.0
1.06,1.24,0.06,0.801517438,0.601138078,1.0
1.06,1.24,0.06,0.801517438,0.601138078,1.0
1.06,1.24,0.06,0.801517438,0.601138078,1.0
1.06,1.24,0.06,0.801517438,0.601138078,1.0
1.06,1.24,-0.06,0.801517438,0.601138078,1.0
1.06,1.24,-0.06,0.801517438,0.601138078,1.0
1.06,1.24,-0.06,0.801517438,0.601138078,1.0
1.06,1.24,-0.06,0.801517438,0.601138078,1.0
1.06,1.24,-0.06,0.801517438,0.601138078,1.0
1.06,1.24,0.19,0.801517438,0.601138078,1.0
1.06,1.24,0.19,0.801517438,0.601138078,1.0
1.06,1.24,0.19,0.801517438,0.601138078,1.0
1.06,1.24,0.19,0.801517438,0.601138078,1.0
1.06,1.24,0.19,0.801517438,0.601138078,1.0
1.06,1.24,0.25,0.801517438,0.601138078,1.0
1.06,1.24,0.25,0.801517438,0.601138078,1.0
1.06,1.24,0.25,0.801517438,0.601138078,0.0
1.06,1.24,0.25,0.801517438,0.601138078,1.0
1.06,1.24,0.25,0.801517438,0.601138078,1.0
1.06,1.77,-0.25,0.914248291,0.685686218,1.0
1.06,1.77,-0.25,0.914248291,0.685686218,1.0
1.06,1.77,-0.25,0.914248291,0.685686218,1.0
1.06,1.77,-0.25,0.914248291,0.685686218,0.0
1.06,1.77,-0.25,0.914248291,0.685686218,1.0
1.06,1.77,-0.12,0.914248291,0.685686218,1.0
1.06,1.77,-0.12,0.914248291,0.685686218,1.0
1.06,1.77,-0.12,0.914248291,0.685686218,1.0
1.06,1.77,-0.12,0.914248291,0.685686218,0.0
1.06,1.77,-0.12,0.914248291,0.685686218,1.0
1.06,1.77,-0.19,0.914248291,0.685686218,1.0
1.06,1.77,-0.19,0.914248291,0.685686218,1.0
1.06,1.77,-0.19,0.914248291,0.685686218,1.0
1.06,1.77,-0.19,0.914248291,0.685686218,1.0
1.06,1.77,-0.19,0.914248291,0.685686218,1.0
