incrad,minsep,crowder_potential,phi_slot,phi_membrane,Deff_membrane
0.5,5,0.06,0.992292728,0.744219546,0.737533101
0.5,5,0.06,0.992292728,0.744219546,0.737529748
0.5,5,0.19,0.992292728,0.744219546,0.73753503
0.5,5,0.19,0.992292728,0.744219546,0.737523933
0.5,5,0.19,0.992292728,0.744219546,0.737540066
0.5,5,0.19,0.992292728,0.744219546,0.737535324
0.5,5,0.19,0.992292728,0.744219546,0.737539749
0.5,5,0.25,0.992292728,0.744219546,0.737529748
0.5,5,0.25,0.992292728,0.744219546,0.737523933
0.5,5,0.25,0.992292728,0.744219546,0.737524129
0.5,5,0.25,0.992292728,0.744219546,0.737538951
0.5,5,0.25,0.992292728,0.744219546,0.737539749
1.06,0.7,0.19,0.749487813,0.56211586,0.450956418
1.06,0.7,0.19,0.749487813,0.56211586,0.450346644
1.06,0.7,0.19,0.749487813,0.56211586,0.452845952
1.06,0.7,0.19,0.749487813,0.56211586,0.452178993
1.06,0.7,0.19,0.749487813,0.56211586,0.450519486
1.06,0.7,0.25,0.749487813,0.56211586,0.442423367
1.06,0.7,0.25,0.749487813,0.56211586,0.445473107
1.06,0.7,0.25,0.749487813,0.56211586,0.445851714
1.06,0.7,0.25,0.749487813,0.56211586,0.446637948
1.06,0.7,0.25,0.749487813,0.56211586,0.441857875
1.06,1.24,-0.25,0.801517438,0.601138078,0.552432372
1.06,1.24,-0.25,0.801517438,0.601138078,0.551052538
1.06,1.24,-0.25,0.801517438,0.601138078,0.551727092
1.06,1.24,-0.25,0.801517438,0.601138078,0.550567334
1.06,1.24,-0.25,0.801517438,0.601138078,0.550660148
1.06,1.24,-0.19,0.801517438,0.601138078,0.540808621
1.06,1.24,-0.19,0.801517438,0.601138078,0.54040942
1.06,1.24,-0.19,0.801517438,0.601138078,0.540225059
1.06,1.24,-0.19,0.801517438,0.601138078,0.540482628
1.06,1.24,-0.19,0.801517438,0.601138078,0.539904042
1.06,1.24,-0.12,0.801517438,0.601138078,0.529143595
1.06,1.24,-0.12,0.801517438,0.601138078,0.529414466
1.06,1.24,-0.12,0.801517438,0.601138078,0.529678478
1.06,1.24,-0.12,0.801517438,0.601138078,0.529005385
1.06,1.24,-0.12,0.801517438,0.601138078,0.529767037
1.06,1.24,0,0.801517438,0.601138078,0.509739051
1.06,1.24,0,0.801517438,0.601138078,0.51002431
1.06,1.24,0,0.801517438,0.601138078,0.509466915
1.06,1.24,0,0.801517438,0.601138078,0.509639086
1.06,1.24,0,0.801517438,0.601138078,0.509785784
1.06,1.24,0.12,0.801517438,0.601138078,0.491497062
1.06,1.24,0.12,0.801517438,0.601138078,0.491365541
1.06,1.24,0.12,0.801517438,0.601138078,0.49167089
1.06,1.24,0.12,0.801517438,0.601138078,0.490827678
1.06,1.24,0.12,0.801517438,0.601138078,0.491572908
1.06,1.24,0.06,0.801517438,0.601138078,0.501378539
1.06,1.24,0.06,0.801517438,0.601138078,0.501117978
1.06,1.24,0.06,0.801517438,0.601138078,0.500222888
1.06,1.24,0.06,0.801517438,0.601138078,0.499646549
1.06,1.24,0.06,0.801517438,0.601138078,0.501311255
1.06,1.24,-0.06,0.801517438,0.601138078,0.518352849
1.06,1.24,-0.06,0.801517438,0.601138078,0.519222587
1.06,1.24,-0.06,0.801517438,0.601138078,0.520411879
1.06,1.24,-0.06,0.801517438,0.601138078,0.519754517
1.06,1.24,-0.06,0.801517438,0.601138078,0.519349068
1.06,1.24,0.19,0.801517438,0.601138078,0.481035192
1.06,1.24,0.19,0.801517438,0.601138078,0.481175695
1.06,1.24,0.19,0.801517438,0.601138078,0.481134119
1.06,1.24,0.19,0.801517438,0.601138078,0.481475945
1.06,1.24,0.19,0.801517438,0.601138078,0.481188504
1.06,1.24,0.25,0.801517438,0.601138078,0.473706649
1.06,1.24,0.25,0.801517438,0.601138078,0.473557819
1.06,1.24,0.25,0.801517438,0.601138078,0.471876423
1.06,1.24,0.25,0.801517438,0.601138078,0.472580371
1.06,1.24,0.25,0.801517438,0.601138078,0.472301381
1.06,1.77,-0.25,0.914248291,0.685686218,0.666717019
1.06,1.77,-0.25,0.914248291,0.685686218,0.666125144
1.06,1.77,-0.25,0.914248291,0.685686218,0.66673367
1.06,1.77,-0.25,0.914248291,0.685686218,0.666758024
1.06,1.77,-0.25,0.914248291,0.685686218,0.66603291
1.06,1.77,-0.12,0.914248291,0.685686218,0.653725291
1.06,1.77,-0.12,0.914248291,0.685686218,0.652801434
1.06,1.77,-0.12,0.914248291,0.685686218,0.653708177
1.06,1.77,-0.12,0.914248291,0.685686218,0.653522895
1.06,1.77,-0.12,0.914248291,0.685686218,0.653256838
1.06,1.77,-0.19,0.914248291,0.685686218,0.659827485
1.06,1.77,-0.19,0.914248291,0.685686218,0.660586655
1.06,1.77,-0.19,0.914248291,0.685686218,0.660784014
1.06,1.77,-0.19,0.914248291,0.685686218,0.661203023
1.06,1.77,-0.19,0.914248291,0.685686218,0.659772714
1.06,1.77,-0.06,0.914248291,0.685686218,0.647117683
1.06,1.77,-0.06,0.914248291,0.685686218,0.646797614
1.06,1.77,-0.06,0.914248291,0.685686218,0.64727447
1.06,1.77,-0.06,0.914248291,0.685686218,0.646953053
1.06,1.77,-0.06,0.914248291,0.685686218,0.647128719
1.06,2.85,0,0.931591499,0.698693624,0.657800456
1.06,2.85,0,0.931591499,0.698693624,0.658104568
1.06,2.85,0,0.931591499,0.698693624,0.658105707
1.06,2.85,0,0.931591499,0.698693624,0.657754794
1.06,2.85,0,0.931591499,0.698693624,0.658122711
1.06,2.85,0.19,0.931591499,0.698693624,0.638831047
1.06,2.85,0.19,0.931591499,0.698693624,0.638374819
1.06,2.85,0.19,0.931591499,0.698693624,0.638595839
1.06,2.85,0.19,0.931591499,0.698693624,0.639518554
1.06,2.85,0.19,0.931591499,0.698693624,0.640132346
1.06,2.85,0.06,0.931591499,0.698693624,0.652119287
1.06,2.85,0.06,0.931591499,0.698693624,0.651508157
1.06,2.85,0.06,0.931591499,0.698693624,0.652400915
1.06,2.85,0.06,0.931591499,0.698693624,0.652355324
1.06,2.85,0.06,0.931591499,0.698693624,0.651618301
1.06,2.85,0.12,0.931591499,0.698693624,0.646086091
1.06,2.85,0.12,0.931591499,0.698693624,0.645532124
1.06,2.85,0.12,0.931591499,0.698693624,0.645858997
1.06,2.85,0.12,0.931591499,0.698693624,0.64556668
1.06,2.85,0.12,0.931591499,0.698693624,0.645933055
1.06,2.85,0.25,0.931591499,0.698693624,0.633010542
1.06,2.85,0.25,0.931591499,0.698693624,0.633224368
1.06,2.85,0.25,0.931591499,0.698693624,0.633332285
1.06,2.85,0.25,0.931591499,0.698693624,0.633370289
1.06,2.85,0.25,0.931591499,0.698693624,0.633021857
1.06,3.39,-0.19,0.948934707,0.711701031,0.694721121
1.06,3.39,-0.19,0.948934707,0.711701031,0.695249235
1.06,3.39,-0.19,0.948934707,0.711701031,0.694795632
1.06,3.39,-0.19,0.948934707,0.711701031,0.694062129
1.06,3.39,-0.19,0.948934707,0.711701031,0.693963368
1.06,3.39,-0.25,0.948934707,0.711701031,0.7006439
1.06,3.39,-0.25,0.948934707,0.711701031,0.699584465
1.06,3.39,-0.25,0.948934707,0.711701031,0.699836852
1.06,3.39,-0.25,0.948934707,0.711701031,0.700370433
1.06,3.39,-0.25,0.948934707,0.711701031,0.698877363
1.06,3.39,0,0.948934707,0.711701031,0.678440593
1.06,3.39,0,0.948934707,0.711701031,0.678370775
1.06,3.39,0,0.948934707,0.711701031,0.678280374
1.06,3.39,0,0.948934707,0.711701031,0.678249696
1.06,3.39,0,0.948934707,0.711701031,0.678961018
1.06,3.39,0.12,0.948934707,0.711701031,0.66889956
1.06,3.39,0.12,0.948934707,0.711701031,0.668843728
1.06,3.39,0.12,0.948934707,0.711701031,0.668252501
1.06,3.39,0.12,0.948934707,0.711701031,0.668736303
1.06,3.39,0.12,0.948934707,0.711701031,0.668270916
1.06,3.39,0.06,0.948934707,0.711701031,0.673532558
1.06,3.39,0.06,0.948934707,0.711701031,0.67293746
1.06,3.39,0.06,0.948934707,0.711701031,0.67333905
1.06,3.39,0.06,0.948934707,0.711701031,0.672870613
1.06,3.39,0.06,0.948934707,0.711701031,0.673528679
1.06,3.39,0.19,0.948934707,0.711701031,0.662962065
1.06,3.39,0.19,0.948934707,0.711701031,0.663186918
1.06,3.39,0.19,0.948934707,0.711701031,0.662361335
1.06,3.39,0.19,0.948934707,0.711701031,0.663037371
1.06,3.39,0.19,0.948934707,0.711701031,0.66278678
1.06,3.39,0.25,0.948934707,0.711701031,0.657586962
1.06,3.39,0.25,0.948934707,0.711701031,0.657960669
1.06,3.39,0.25,0.948934707,0.711701031,0.658639148
1.06,3.39,0.25,0.948934707,0.711701031,0.657925072
1.06,3.39,0.25,0.948934707,0.711701031,0.658124402
1.06,3.92,-0.25,0.992292728,0.744219546,0.737539048
1.06,3.92,-0.25,0.992292728,0.744219546,0.737533101
1.06,3.92,-0.25,0.992292728,0.744219546,0.737527448
1.06,3.92,-0.25,0.992292728,0.744219546,0.737524076
1.06,3.92,-0.25,0.992292728,0.744219546,0.737529748
1.06,3.92,-0.19,0.992292728,0.744219546,0.737529748
1.06,3.92,-0.19,0.992292728,0.744219546,0.737533101
1.06,3.92,-0.19,0.992292728,0.744219546,0.737533101
1.06,3.92,-0.19,0.992292728,0.744219546,0.737529748
1.06,3.92,-0.19,0.992292728,0.744219546,0.737535324
1.06,3.92,-0.12,0.992292728,0.744219546,0.737533101
1.06,3.92,-0.12,0.992292728,0.744219546,0.737533101
1.06,3.92,-0.12,0.992292728,0.744219546,0.737529748
1.06,3.92,-0.12,0.992292728,0.744219546,0.737535324
1.06,3.92,-0.12,0.992292728,0.744219546,0.737529748
1.06,3.92,0,0.992292728,0.744219546,0.737533101
1.06,3.92,0,0.992292728,0.744219546,0.737529748
1.06,3.92,0,0.992292728,0.744219546,0.737529748
1.06,3.92,0,0.992292728,0.744219546,0.737529748
1.06,3.92,0,0.992292728,0.744219546,0.737529748
1.06,3.92,-0.06,0.992292728,0.744219546,0.737533101
1.06,3.92,-0.06,0.992292728,0.744219546,0.737529748
1.06,3.92,-0.06,0.992292728,0.744219546,0.737529748
1.06,3.92,-0.06,0.992292728,0.744219546,0.737538951
1.06,3.92,-0.06,0.992292728,0.744219546,0.737529748
1.06,3.92,0.19,0.992292728,0.744219546,0.737524748
1.06,3.92,0.19,0.992292728,0.744219546,0.737535324
1.06,3.92,0.19,0.992292728,0.744219546,0.737529748
1.06,3.92,0.19,0.992292728,0.744219546,0.737537007
1.06,3.92,0.19,0.992292728,0.744219546,0.737529748
1.06,3.92,0.06,0.992292728,0.744219546,0.737524748
1.06,3.92,0.06,0.992292728,0.744219546,0.737535324
1.06,3.92,0.06,0.992292728,0.744219546,0.737529748
1.06,3.92,0.06,0.992292728,0.744219546,0.737533101
1.06,3.92,0.06,0.992292728,0.744219546,0.737529748
1.06,4.46,-0.25,0.992292728,0.744219546,0.737533101
1.06,4.46,-0.25,0.992292728,0.744219546,0.737533101
1.06,4.46,-0.25,0.992292728,0.744219546,0.737538951
1.06,4.46,-0.25,0.992292728,0.744219546,0.737529748
1.06,4.46,-0.25,0.992292728,0.744219546,0.737529571
1.06,4.46,-0.19,0.992292728,0.744219546,0.737533101
1.06,4.46,-0.19,0.992292728,0.744219546,0.737533101
1.06,4.46,-0.19,0.992292728,0.744219546,0.737538951
1.06,4.46,-0.19,0.992292728,0.744219546,0.737529748
1.06,4.46,-0.19,0.992292728,0.744219546,0.737529571
1.06,3.92,0.12,0.992292728,0.744219546,0.737529748
1.06,3.92,0.12,0.992292728,0.744219546,0.737529748
1.06,3.92,0.12,0.992292728,0.744219546,0.737538951
1.06,3.92,0.12,0.992292728,0.744219546,0.737529748
1.06,3.92,0.12,0.992292728,0.744219546,0.737529571
1.06,3.92,0.25,0.992292728,0.744219546,0.737529748
1.06,3.92,0.25,0.992292728,0.744219546,0.737524022
1.06,3.92,0.25,0.992292728,0.744219546,0.737537295
1.06,3.92,0.25,0.992292728,0.744219546,0.737529748
1.06,3.92,0.25,0.992292728,0.744219546,0.737538951
1.06,4.46,0,0.992292728,0.744219546,0.737529748
1.06,4.46,0,0.992292728,0.744219546,0.737529748
1.06,4.46,0,0.992292728,0.744219546,0.737538951
1.06,4.46,0,0.992292728,0.744219546,0.737529748
1.06,4.46,0,0.992292728,0.744219546,0.737529571
1.06,4.46,-0.06,0.992292728,0.744219546,0.737535324
1.06,4.46,-0.06,0.992292728,0.744219546,0.737529748
1.06,4.46,-0.06,0.992292728,0.744219546,0.737537007
1.06,4.46,-0.06,0.992292728,0.744219546,0.737529748
1.06,4.46,-0.06,0.992292728,0.744219546,0.737537282
1.06,4.46,-0.12,0.992292728,0.744219546,0.737535324
1.06,4.46,-0.12,0.992292728,0.744219546,0.737529748
1.06,4.46,-0.12,0.992292728,0.744219546,0.737537007
1.06,4.46,-0.12,0.992292728,0.744219546,0.737529748
1.06,4.46,-0.12,0.992292728,0.744219546,0.737537282
1.06,4.46,0.06,0.992292728,0.744219546,0.737535324
1.06,4.46,0.06,0.992292728,0.744219546,0.737538951
1.06,4.46,0.06,0.992292728,0.744219546,0.737537007
1.06,4.46,0.06,0.992292728,0.744219546,0.737529748
1.06,4.46,0.06,0.992292728,0.744219546,0.737538951
1.06,4.46,0.12,0.992292728,0.744219546,0.737529748
1.06,4.46,0.12,0.992292728,0.744219546,0.737538951
1.06,4.46,0.12,0.992292728,0.744219546,0.737529748
1.06,4.46,0.12,0.992292728,0.744219546,0.737529571
1.06,4.46,0.12,0.992292728,0.744219546,0.737529748
1.06,4.46,0.19,0.992292728,0.744219546,0.737524022
1.06,4.46,0.19,0.992292728,0.744219546,0.737537295
1.06,4.46,0.19,0.992292728,0.744219546,0.737529748
1.06,4.46,0.19,0.992292728,0.744219546,0.737538951
1.06,4.46,0.19,0.992292728,0.744219546,0.737529748
1.06,4.46,0.25,0.992292728,0.744219546,0.737529748
1.06,4.46,0.25,0.992292728,0.744219546,0.737538951
1.06,4.46,0.25,0.992292728,0.744219546,0.737529748
1.06,4.46,0.25,0.992292728,0.744219546,0.73753503
1.06,4.46,0.25,0.992292728,0.744219546,0.737529748
1.06,5,-0.25,0.992292728,0.744219546,0.737527186
1.06,5,-0.25,0.992292728,0.744219546,0.737524022
1.06,5,-0.25,0.992292728,0.744219546,0.737529748
1.06,5,-0.25,0.992292728,0.744219546,0.737530601
1.06,5,-0.25,0.992292728,0.744219546,0.737529748
1.06,5,-0.06,0.992292728,0.744219546,0.737529748
1.06,5,-0.06,0.992292728,0.744219546,0.737529748
1.06,5,-0.06,0.992292728,0.744219546,0.737529748
1.06,5,-0.06,0.992292728,0.744219546,0.737529748
1.06,5,-0.06,0.992292728,0.744219546,0.737524076
1.06,5,-0.19,0.992292728,0.744219546,0.737529748
1.06,5,-0.19,0.992292728,0.744219546,0.737529748
1.06,5,-0.19,0.992292728,0.744219546,0.737529571
1.06,5,-0.19,0.992292728,0.744219546,0.737529748
1.06,5,-0.19,0.992292728,0.744219546,0.737524076
1.06,5,-0.12,0.992292728,0.744219546,0.737538951
1.06,5,-0.12,0.992292728,0.744219546,0.737529748
1.06,5,-0.12,0.992292728,0.744219546,0.737529748
1.06,5,-0.12,0.992292728,0.744219546,0.737529748
1.06,5,-0.12,0.992292728,0.744219546,0.737539671
1.06,5,0,0.992292728,0.744219546,0.737537295
1.06,5,0,0.992292728,0.744219546,0.737529748
1.06,5,0,0.992292728,0.744219546,0.737530601
1.06,5,0,0.992292728,0.744219546,0.737529748
1.06,5,0,0.992292728,0.744219546,0.737537295
1.06,5,0.06,0.992292728,0.744219546,0.737538951
1.06,5,0.06,0.992292728,0.744219546,0.737529748
1.06,5,0.06,0.992292728,0.744219546,0.737537282
1.06,5,0.06,0.992292728,0.744219546,0.737529748
1.06,5,0.06,0.992292728,0.744219546,0.737529748
1.06,5,0.19,0.992292728,0.744219546,0.737537007
1.06,5,0.19,0.992292728,0.744219546,0.737529748
1.06,5,0.19,0.992292728,0.744219546,0.737537282
1.06,5,0.19,0.992292728,0.744219546,0.737524076
1.06,5,0.19,0.992292728,0.744219546,0.737529748
1.06,5,0.12,0.992292728,0.744219546,0.737537007
1.06,5,0.12,0.992292728,0.744219546,0.737529748
1.06,5,0.12,0.992292728,0.744219546,0.737537282
1.06,5,0.12,0.992292728,0.744219546,0.737529748
1.06,5,0.12,0.992292728,0.744219546,0.737537007
1.06,5,0.25,0.992292728,0.744219546,0.737529748
1.06,5,0.25,0.992292728,0.744219546,0.737529571
1.06,5,0.25,0.992292728,0.744219546,0.737529748
1.06,5,0.25,0.992292728,0.744219546,0.737529748
1.06,5,0.25,0.992292728,0.744219546,0.737538951
1.62,0.7,-0.19,0.62674837,0.470061278,0.34924286
1.62,0.7,-0.19,0.62674837,0.470061278,0.349362213
1.62,0.7,-0.19,0.62674837,0.470061278,0.349268739
1.62,0.7,-0.19,0.62674837,0.470061278,0.349436143
1.62,0.7,-0.19,0.62674837,0.470061278,0.347931131
1.62,0.7,-0.25,0.62674837,0.470061278,0.354265154
1.62,0.7,-0.25,0.62674837,0.470061278,0.35568304
1.62,0.7,-0.25,0.62674837,0.470061278,0.355006085
1.62,0.7,-0.25,0.62674837,0.470061278,0.353533227
1.62,0.7,-0.25,0.62674837,0.470061278,0.353666955
1.62,0.7,-0.12,0.62674837,0.470061278,0.340152872
1.62,0.7,-0.12,0.62674837,0.470061278,0.342106937
1.62,0.7,-0.12,0.62674837,0.470061278,0.341050406
1.62,0.7,-0.12,0.62674837,0.470061278,0.339955878
1.62,0.7,-0.12,0.62674837,0.470061278,0.340691953
1.62,0.7,0,0.62674837,0.470061278,0.329390789
1.62,0.7,0,0.62674837,0.470061278,0.330437694
1.62,0.7,0,0.62674837,0.470061278,0.330277839
1.62,0.7,0,0.62674837,0.470061278,0.331164566
1.62,0.7,0,0.62674837,0.470061278,0.329594166
1.62,0.7,-0.06,0.62674837,0.470061278,0.336670807
1.62,0.7,-0.06,0.62674837,0.470061278,0.335150848
1.62,0.7,-0.06,0.62674837,0.470061278,0.335487482
1.62,0.7,-0.06,0.62674837,0.470061278,0.336525426
1.62,0.7,-0.06,0.62674837,0.470061278,0.335555614
1.62,0.7,0.12,0.62674837,0.470061278,0.317819759
1.62,0.7,0.12,0.62674837,0.470061278,0.319887537
1.62,0.7,0.12,0.62674837,0.470061278,0.317798234
1.62,0.7,0.12,0.62674837,0.470061278,0.318670975
1.62,0.7,0.12,0.62674837,0.470061278,0.319007374
1.62,0.7,0.06,0.62674837,0.470061278,0.323963834
1.62,0.7,0.06,0.62674837,0.470061278,0.324519713
1.62,0.7,0.06,0.62674837,0.470061278,0.324627108
1.62,0.7,0.06,0.62674837,0.470061278,0.324175589
1.62,0.7,0.06,0.62674837,0.470061278,0.323758412
1.62,0.7,0.19,0.62674837,0.470061278,0.314484327
1.62,0.7,0.19,0.62674837,0.470061278,0.312614358
1.62,0.7,0.19,0.62674837,0.470061278,0.310388386
1.62,0.7,0.19,0.62674837,0.470061278,0.312781715
1.62,0.7,0.19,0.62674837,0.470061278,0.310663181
1.62,0.7,0.25,0.62674837,0.470061278,0.304029342
1.62,0.7,0.25,0.62674837,0.470061278,0.308427491
1.62,0.7,0.25,0.62674837,0.470061278,0.307768022
1.62,0.7,0.25,0.62674837,0.470061278,0.306846124
1.62,0.7,0.25,0.62674837,0.470061278,0.306524296
1.62,1.24,-0.19,0.850136589,0.637602442,0.584154226
1.62,1.24,-0.19,0.850136589,0.637602442,0.591512313
1.62,1.24,-0.19,0.850136589,0.637602442,0.587089061
1.62,1.24,-0.19,0.850136589,0.637602442,0.586457089
1.62,1.24,-0.19,0.850136589,0.637602442,0.591140099
1.62,1.24,-0.25,0.850136589,0.637602442,0.597373241
1.62,1.24,-0.25,0.850136589,0.637602442,0.594777376
1.62,1.24,-0.25,0.850136589,0.637602442,0.591767056
1.62,1.24,-0.25,0.850136589,0.637602442,0.59616175
1.62,1.24,-0.25,0.850136589,0.637602442,0.591614533
1.62,1.24,-0.12,0.850136589,0.637602442,0.579356986
1.62,1.24,-0.12,0.850136589,0.637602442,0.579283522
1.62,1.24,-0.12,0.850136589,0.637602442,0.582621559
1.62,1.24,-0.12,0.850136589,0.637602442,0.578460168
1.62,1.24,-0.12,0.850136589,0.637602442,0.580338295
1.62,1.24,-0.06,0.850136589,0.637602442,0.576360769
1.62,1.24,-0.06,0.850136589,0.637602442,0.576013917
1.62,1.24,-0.06,0.850136589,0.637602442,0.576586446
1.62,1.24,-0.06,0.850136589,0.637602442,0.577141248
1.62,1.24,-0.06,0.850136589,0.637602442,0.577814908
1.62,1.24,0.19,0.850136589,0.637602442,0.55400216
1.62,1.24,0.19,0.850136589,0.637602442,0.556397859
1.62,1.24,0.19,0.850136589,0.637602442,0.554108208
1.62,1.24,0.19,0.850136589,0.637602442,0.556303267
1.62,1.24,0.19,0.850136589,0.637602442,0.552451628
1.62,1.24,0.12,0.850136589,0.637602442,0.564067785
1.62,1.24,0.12,0.850136589,0.637602442,0.562426842
1.62,1.24,0.12,0.850136589,0.637602442,0.561554106
1.62,1.24,0.12,0.850136589,0.637602442,0.560279686
1.62,1.24,0.12,0.850136589,0.637602442,0.561909617
1.62,1.24,0.06,0.850136589,0.637602442,0.567252343
1.62,1.24,0.06,0.850136589,0.637602442,0.566251486
1.62,1.24,0.06,0.850136589,0.637602442,0.566501434
1.62,1.24,0.06,0.850136589,0.637602442,0.565686877
1.62,1.24,0.06,0.850136589,0.637602442,0.566255198
1.62,1.24,0,0.850136589,0.637602442,0.570947742
1.62,1.24,0,0.850136589,0.637602442,0.57121973
1.62,1.24,0,0.850136589,0.637602442,0.571896398
1.62,1.24,0,0.850136589,0.637602442,0.572092013
1.62,1.24,0,0.850136589,0.637602442,0.572251291
1.62,1.77,-0.25,0.850136589,0.637602442,0.599199418
1.62,1.77,-0.25,0.850136589,0.637602442,0.599204774
1.62,1.77,-0.25,0.850136589,0.637602442,0.595542355
1.62,1.77,-0.25,0.850136589,0.637602442,0.598236064
1.62,1.77,-0.25,0.850136589,0.637602442,0.59645463
1.62,1.24,0.25,0.850136589,0.637602442,0.549823418
1.62,1.24,0.25,0.850136589,0.637602442,0.553291764
1.62,1.24,0.25,0.850136589,0.637602442,0.549889265
1.62,1.24,0.25,0.850136589,0.637602442,0.548078314
1.62,1.24,0.25,0.850136589,0.637602442,0.54987107
1.62,1.77,-0.06,0.850136589,0.637602442,0.576124432
1.62,1.77,-0.06,0.850136589,0.637602442,0.57596409
1.62,1.77,-0.06,0.850136589,0.637602442,0.577332871
1.62,1.77,-0.06,0.850136589,0.637602442,0.575053176
1.62,1.77,-0.06,0.850136589,0.637602442,0.576752045
1.62,1.77,0,0.850136589,0.637602442,0.569122282
1.62,1.77,0,0.850136589,0.637602442,0.569544311
1.62,1.77,0,0.850136589,0.637602442,0.569116205
1.62,1.77,0,0.850136589,0.637602442,0.569055052
1.62,1.77,0,0.850136589,0.637602442,0.569564747
1.62,1.77,0.12,0.850136589,0.637602442,0.556722927
1.62,1.77,0.12,0.850136589,0.637602442,0.557690201
1.62,1.77,0.12,0.850136589,0.637602442,0.557146982
1.62,1.77,0.12,0.850136589,0.637602442,0.555318278
1.62,1.77,0.12,0.850136589,0.637602442,0.556448281
1.62,1.77,0.06,0.850136589,0.637602442,0.562757119
1.62,1.77,0.06,0.850136589,0.637602442,0.563405274
1.62,1.77,0.06,0.850136589,0.637602442,0.563118497
1.62,1.77,0.06,0.850136589,0.637602442,0.562560093
1.62,1.77,0.06,0.850136589,0.637602442,0.564246826
1.62,1.77,-0.12,0.850136589,0.637602442,0.583276754
1.62,1.77,-0.12,0.850136589,0.637602442,0.584023487
1.62,1.77,-0.12,0.850136589,0.637602442,0.582533741
1.62,1.77,-0.12,0.850136589,0.637602442,0.581544664
1.62,1.77,-0.12,0.850136589,0.637602442,0.581759997
1.62,1.77,-0.19,0.850136589,0.637602442,0.589802045
1.62,1.77,-0.19,0.850136589,0.637602442,0.590708383
1.62,1.77,-0.19,0.850136589,0.637602442,0.59067259
1.62,1.77,-0.19,0.850136589,0.637602442,0.590921263
1.62,1.77,-0.19,0.850136589,0.637602442,0.591788059
1.62,1.77,0.19,0.850136589,0.637602442,0.550692641
1.62,1.77,0.19,0.850136589,0.637602442,0.55048165
1.62,1.77,0.19,0.850136589,0.637602442,0.551887559
1.62,1.77,0.19,0.850136589,0.637602442,0.551016237
1.62,1.77,0.19,0.850136589,0.637602442,0.548742951
1.62,1.77,0.25,0.850136589,0.637602442,0.545698893
1.62,1.77,0.25,0.850136589,0.637602442,0.546018948
1.62,1.77,0.25,0.850136589,0.637602442,0.54376675
1.62,1.77,0.25,0.850136589,0.637602442,0.543192954
1.62,1.77,0.25,0.850136589,0.637602442,0.54590704
1.62,2.31,-0.25,0.890752629,0.668064471,0.633132815
1.62,2.31,-0.25,0.890752629,0.668064471,0.632017438
1.62,2.31,-0.25,0.890752629,0.668064471,0.632006453
1.62,2.31,-0.25,0.890752629,0.668064471,0.631770179
1.62,2.31,-0.25,0.890752629,0.668064471,0.630363574
1.62,2.31,-0.06,0.890752629,0.668064471,0.611648153
1.62,2.31,-0.06,0.890752629,0.668064471,0.611988498
1.62,2.31,-0.06,0.890752629,0.668064471,0.612306804
1.62,2.31,-0.06,0.890752629,0.668064471,0.611435729
1.62,2.31,-0.06,0.890752629,0.668064471,0.611982445
1.62,2.31,0,0.890752629,0.668064471,0.605924577
1.62,2.31,0,0.890752629,0.668064471,0.605861753
1.62,2.31,0,0.890752629,0.668064471,0.6064792
1.62,2.31,0,0.890752629,0.668064471,0.606370641
1.62,2.31,0,0.890752629,0.668064471,0.606513695
1.62,2.31,-0.19,0.890752629,0.668064471,0.62357948
1.62,2.31,-0.19,0.890752629,0.668064471,0.625312448
1.62,2.31,-0.19,0.890752629,0.668064471,0.625351564
1.62,2.31,-0.19,0.890752629,0.668064471,0.626862802
1.62,2.31,-0.19,0.890752629,0.668064471,0.625865047
1.62,2.31,-0.12,0.890752629,0.668064471,0.618140617
1.62,2.31,-0.12,0.890752629,0.668064471,0.618463751
1.62,2.31,-0.12,0.890752629,0.668064471,0.618410258
1.62,2.31,-0.12,0.890752629,0.668064471,0.6175573
1.62,2.31,-0.12,0.890752629,0.668064471,0.617944613
1.62,2.31,0.06,0.890752629,0.668064471,0.600717816
1.62,2.31,0.06,0.890752629,0.668064471,0.599608211
1.62,2.31,0.06,0.890752629,0.668064471,0.600182484
1.62,2.31,0.06,0.890752629,0.668064471,0.600113638
1.62,2.31,0.06,0.890752629,0.668064471,0.599896163
1.62,2.31,0.19,0.890752629,0.668064471,0.586504926
1.62,2.31,0.19,0.890752629,0.668064471,0.587607996
1.62,2.31,0.19,0.890752629,0.668064471,0.589249008
1.62,2.31,0.19,0.890752629,0.668064471,0.587911556
1.62,2.31,0.19,0.890752629,0.668064471,0.586535028
1.62,2.31,0.12,0.890752629,0.668064471,0.594255037
1.62,2.31,0.12,0.890752629,0.668064471,0.594996043
1.62,2.31,0.12,0.890752629,0.668064471,0.594903722
1.62,2.31,0.12,0.890752629,0.668064471,0.594986271
1.62,2.31,0.12,0.890752629,0.668064471,0.594496706
1.62,2.85,-0.25,0.890752629,0.668064471,0.634375964
1.62,2.85,-0.25,0.890752629,0.668064471,0.633726704
1.62,2.85,-0.25,0.890752629,0.668064471,0.634224686
1.62,2.85,-0.25,0.890752629,0.668064471,0.633623445
1.62,2.85,-0.25,0.890752629,0.668064471,0.633693813
1.62,2.31,0.25,0.890752629,0.668064471,0.580055797
1.62,2.31,0.25,0.890752629,0.668064471,0.58077034
1.62,2.31,0.25,0.890752629,0.668064471,0.582583546
1.62,2.31,0.25,0.890752629,0.668064471,0.580956687
