incrad,minsep,crowder_potential,phi_slot,phi_membrane,Deff_membrane
0.5,3.39,0.06,0.979064165,0.734298124,0.715577877
0.5,4.46,-0.19,0.992292728,0.744219546,0.737538951
0.5,4.46,-0.19,0.992292728,0.744219546,0.737538951
0.5,4.46,-0.19,0.992292728,0.744219546,0.737529748
0.5,4.46,-0.19,0.992292728,0.744219546,0.737538951
0.5,4.46,-0.19,0.992292728,0.744219546,0.737537282
0.5,4.46,0,0.992292728,0.744219546,0.737537295
0.5,4.46,0,0.992292728,0.744219546,0.737524076
0.5,4.46,0,0.992292728,0.744219546,0.737529748
0.5,4.46,0,0.992292728,0.744219546,0.737530601
0.5,4.46,0,0.992292728,0.744219546,0.737533101
0.5,4.46,-0.25,0.992292728,0.744219546,0.73753503
0.5,4.46,-0.25,0.992292728,0.744219546,0.737538951
0.5,4.46,-0.25,0.992292728,0.744219546,0.737538951
0.5,4.46,-0.25,0.992292728,0.744219546,0.737529748
0.5,4.46,-0.25,0.992292728,0.744219546,0.737538951
0.5,4.46,0.19,0.992292728,0.744219546,0.737538951
0.5,4.46,0.19,0.992292728,0.744219546,0.737537282
0.5,4.46,0.19,0.992292728,0.744219546,0.737537007
0.5,4.46,0.19,0.992292728,0.744219546,0.737529748
0.5,4.46,0.19,0.992292728,0.744219546,0.737538951
0.5,4.46,-0.06,0.992292728,0.744219546,0.737538951
0.5,4.46,-0.06,0.992292728,0.744219546,0.737529748
0.5,4.46,-0.06,0.992292728,0.744219546,0.737529748
0.5,4.46,-0.06,0.992292728,0.744219546,0.73753503
0.5,4.46,-0.06,0.992292728,0.744219546,0.737529748
1.06,0.7,-0.06,0.749487813,0.56211586,0.482295999
1.06,0.7,-0.06,0.749487813,0.56211586,0.482910675
1.06,0.7,-0.06,0.749487813,0.56211586,0.482710742
1.06,0.7,-0.06,0.749487813,0.56211586,0.483893129
1.06,0.7,-0.06,0.749487813,0.56211586,0.483078727
1.06,0.7,0,0.749487813,0.56211586,0.475387926
1.06,0.7,0,0.749487813,0.56211586,0.474059565
1.06,0.7,0,0.749487813,0.56211586,0.473348525
1.06,0.7,0,0.749487813,0.56211586,0.473701308
1.06,0.7,0,0.749487813,0.56211586,0.474642538
1.06,1.77,0.12,0.914248291,0.685686218,0.630198204
1.06,1.77,0.12,0.914248291,0.685686218,0.630153995
1.06,1.77,0.12,0.914248291,0.685686218,0.630426485
1.06,1.77,0.12,0.914248291,0.685686218,0.629885824
1.06,1.77,0.12,0.914248291,0.685686218,0.629623047
1.06,0.7,-0.19,0.749487813,0.56211586,0.498036547
1.06,0.7,-0.19,0.749487813,0.56211586,0.502909586
1.06,0.7,-0.19,0.749487813,0.56211586,0.503402676
1.06,0.7,-0.19,0.749487813,0.56211586,0.500877341
1.06,0.7,-0.19,0.749487813,0.56211586,0.496973268
1.06,0.7,-0.12,0.749487813,0.56211586,0.489759129
1.06,0.7,-0.12,0.749487813,0.56211586,0.489061232
1.06,0.7,-0.12,0.749487813,0.56211586,0.493012496
1.06,0.7,-0.12,0.749487813,0.56211586,0.490819894
1.06,0.7,-0.12,0.749487813,0.56211586,0.490232532
1.06,0.7,-0.25,0.749487813,0.56211586,0.505485903
1.06,0.7,-0.25,0.749487813,0.56211586,0.508493792
1.06,0.7,-0.25,0.749487813,0.56211586,0.50776409
1.06,0.7,-0.25,0.749487813,0.56211586,0.502672646
1.06,0.7,-0.25,0.749487813,0.56211586,0.503245124
1.06,1.77,0,0.914248291,0.685686218,0.641086185
1.06,1.77,0,0.914248291,0.685686218,0.641895326
1.06,1.77,0,0.914248291,0.685686218,0.641176257
1.06,1.77,0,0.914248291,0.685686218,0.64092258
1.06,1.77,0,0.914248291,0.685686218,0.641380137
1.06,0.7,0.12,0.749487813,0.56211586,0.457830581
1.06,0.7,0.12,0.749487813,0.56211586,0.459791093
1.06,0.7,0.12,0.749487813,0.56211586,0.458220592
1.06,0.7,0.12,0.749487813,0.56211586,0.458586176
1.06,0.7,0.12,0.749487813,0.56211586,0.459385353
1.06,0.7,0.06,0.749487813,0.56211586,0.46717801
1.06,0.7,0.06,0.749487813,0.56211586,0.465887859
1.06,0.7,0.06,0.749487813,0.56211586,0.467248281
1.06,0.7,0.06,0.749487813,0.56211586,0.467058772
1.06,0.7,0.06,0.749487813,0.56211586,0.467131265
1.06,2.85,-0.25,0.931591499,0.698693624,0.686819801
1.06,2.85,-0.25,0.931591499,0.698693624,0.68470513
1.06,2.85,-0.25,0.931591499,0.698693624,0.685697867
1.06,2.85,-0.25,0.931591499,0.698693624,0.68539218
1.06,2.85,-0.25,0.931591499,0.698693624,0.684864831
1.06,2.31,-0.19,0.931591499,0.698693624,0.676283192
1.06,2.31,-0.19,0.931591499,0.698693624,0.677151941
1.06,2.31,-0.19,0.931591499,0.698693624,0.677778154
1.06,2.31,-0.19,0.931591499,0.698693624,0.678671564
1.06,2.31,-0.19,0.931591499,0.698693624,0.677188037
1.06,1.77,0.19,0.914248291,0.685686218,0.622832177
1.06,1.77,0.19,0.914248291,0.685686218,0.623538208
1.06,1.77,0.19,0.914248291,0.685686218,0.623868868
1.06,1.77,0.19,0.914248291,0.685686218,0.622830854
1.06,1.77,0.19,0.914248291,0.685686218,0.624343324
1.06,2.31,-0.25,0.931591499,0.698693624,0.681768795
1.06,2.31,-0.25,0.931591499,0.698693624,0.682347981
1.06,2.31,-0.25,0.931591499,0.698693624,0.683599022
1.06,2.31,-0.25,0.931591499,0.698693624,0.683493485
1.06,2.31,-0.25,0.931591499,0.698693624,0.684174796
1.06,2.31,0.19,0.931591499,0.698693624,0.642290703
1.06,2.31,0.19,0.931591499,0.698693624,0.639844676
1.06,2.31,0.19,0.931591499,0.698693624,0.641216251
1.06,2.31,0.19,0.931591499,0.698693624,0.642011944
1.06,2.31,0.19,0.931591499,0.698693624,0.639936333
1.06,2.31,-0.12,0.931591499,0.698693624,0.670087384
1.06,2.31,-0.12,0.931591499,0.698693624,0.670139595
1.06,2.31,-0.12,0.931591499,0.698693624,0.67074644
1.06,2.31,-0.12,0.931591499,0.698693624,0.670359937
1.06,2.31,-0.12,0.931591499,0.698693624,0.669676404
1.06,2.85,-0.06,0.931591499,0.698693624,0.665115171
1.06,2.85,-0.06,0.931591499,0.698693624,0.665127738
1.06,2.85,-0.06,0.931591499,0.698693624,0.664951188
1.06,2.85,-0.06,0.931591499,0.698693624,0.665100414
1.06,2.85,-0.06,0.931591499,0.698693624,0.665214516
1.06,2.85,-0.19,0.931591499,0.698693624,0.680067214
1.06,2.85,-0.19,0.931591499,0.698693624,0.678676332
1.06,2.85,-0.19,0.931591499,0.698693624,0.678388246
1.06,2.85,-0.19,0.931591499,0.698693624,0.678051678
1.06,2.85,-0.19,0.931591499,0.698693624,0.67834985
1.06,2.31,0.25,0.931591499,0.698693624,0.636123547
1.06,2.31,0.25,0.931591499,0.698693624,0.635303639
1.06,2.31,0.25,0.931591499,0.698693624,0.633105671
1.06,2.31,0.25,0.931591499,0.698693624,0.634916489
1.06,2.31,0.25,0.931591499,0.698693624,0.636203304
1.06,1.77,0.25,0.914248291,0.685686218,0.61863844
1.06,1.77,0.25,0.914248291,0.685686218,0.618723817
1.06,1.77,0.25,0.914248291,0.685686218,0.617680929
1.06,1.77,0.25,0.914248291,0.685686218,0.618436094
1.06,1.77,0.25,0.914248291,0.685686218,0.619659325
1.06,2.31,0.06,0.931591499,0.698693624,0.652843919
1.06,2.31,0.06,0.931591499,0.698693624,0.652700075
1.06,2.31,0.06,0.931591499,0.698693624,0.652992803
1.06,2.31,0.06,0.931591499,0.698693624,0.653041725
1.06,2.31,0.06,0.931591499,0.698693624,0.652342298
1.06,2.31,0.12,0.931591499,0.698693624,0.647584463
1.06,2.31,0.12,0.931591499,0.698693624,0.646568187
1.06,2.31,0.12,0.931591499,0.698693624,0.64729348
1.06,2.31,0.12,0.931591499,0.698693624,0.646176167
1.06,2.31,0.12,0.931591499,0.698693624,0.646571437
1.06,2.31,-0.06,0.931591499,0.698693624,0.664326106
1.06,2.31,-0.06,0.931591499,0.698693624,0.665107939
1.06,2.31,-0.06,0.931591499,0.698693624,0.664750606
1.06,2.31,-0.06,0.931591499,0.698693624,0.664481086
1.06,2.31,-0.06,0.931591499,0.698693624,0.664806922
1.06,2.31,0,0.931591499,0.698693624,0.658723838
1.06,2.31,0,0.931591499,0.698693624,0.658512249
1.06,2.31,0,0.931591499,0.698693624,0.658043018
1.06,2.31,0,0.931591499,0.698693624,0.65862763
1.06,2.31,0,0.931591499,0.698693624,0.658542885
1.06,1.77,0.06,0.914248291,0.685686218,0.636006169
1.06,1.77,0.06,0.914248291,0.685686218,0.634781287
1.06,1.77,0.06,0.914248291,0.685686218,0.635151949
1.06,1.77,0.06,0.914248291,0.685686218,0.635335711
1.06,1.77,0.06,0.914248291,0.685686218,0.636218449
1.06,2.85,-0.12,0.931591499,0.698693624,0.670258319
1.06,2.85,-0.12,0.931591499,0.698693624,0.67085503
1.06,2.85,-0.12,0.931591499,0.698693624,0.671187898
1.06,2.85,-0.12,0.931591499,0.698693624,0.671370544
1.06,2.85,-0.12,0.931591499,0.698693624,0.670970697
1.06,3.39,-0.12,0.948934707,0.711701031,0.688630016
1.06,3.39,-0.12,0.948934707,0.711701031,0.688174894
1.06,3.39,-0.12,0.948934707,0.711701031,0.687506629
1.06,3.39,-0.12,0.948934707,0.711701031,0.688361681
1.06,3.39,-0.12,0.948934707,0.711701031,0.688434494
1.06,3.39,-0.06,0.948934707,0.711701031,0.683701771
1.06,3.39,-0.06,0.948934707,0.711701031,0.683703714
1.06,3.39,-0.06,0.948934707,0.711701031,0.683142679
1.06,3.39,-0.06,0.948934707,0.711701031,0.683187633
1.06,3.39,-0.06,0.948934707,0.711701031,0.68330136
2.19,3.39,0.25,0.992292728,0.744219546,0.737538951
2.19,3.39,0.25,0.992292728,0.744219546,0.737537007
2.19,3.39,0.25,0.992292728,0.744219546,0.737529748
2.19,3.39,0.25,0.992292728,0.744219546,0.737538951
2.19,3.39,0.25,0.992292728,0.744219546,0.737538951
2.19,3.92,-0.12,0.992292728,0.744219546,0.737538951
2.19,3.92,-0.12,0.992292728,0.744219546,0.737533101
2.19,3.92,-0.12,0.992292728,0.744219546,0.737529748
2.19,3.92,-0.12,0.992292728,0.744219546,0.737529748
2.19,3.92,-0.12,0.992292728,0.744219546,0.737537282
2.19,3.92,0.25,0.992292728,0.744219546,0.737533101
2.19,3.92,0.25,0.992292728,0.744219546,0.737529748
2.19,3.92,0.25,0.992292728,0.744219546,0.737529748
2.19,3.92,0.25,0.992292728,0.744219546,0.73753503
2.19,3.92,0.25,0.992292728,0.744219546,0.737524076
2.19,3.92,-0.19,0.992292728,0.744219546,0.737538951
2.19,3.92,-0.19,0.992292728,0.744219546,0.737537007
2.19,3.92,-0.19,0.992292728,0.744219546,0.737529748
2.19,3.92,-0.19,0.992292728,0.744219546,0.737538951
2.19,3.92,-0.19,0.992292728,0.744219546,0.73753503
2.19,3.92,0.12,0.992292728,0.744219546,0.737538951
2.19,3.92,0.12,0.992292728,0.744219546,0.737529748
2.19,3.92,0.12,0.992292728,0.744219546,0.737529748
2.19,3.92,0.12,0.992292728,0.744219546,0.737537282
2.19,3.92,0.12,0.992292728,0.744219546,0.737524076
2.75,0.7,0.25,0.699229602,0.524422201,0.404391209
2.75,0.7,0.25,0.699229602,0.524422201,0.401206113
2.75,0.7,0.25,0.699229602,0.524422201,0.402300511
2.75,0.7,0.25,0.699229602,0.524422201,0.40106827
2.75,0.7,0.25,0.699229602,0.524422201,0.402160086
2.19,3.92,0,0.992292728,0.744219546,0.737538951
2.19,3.92,0,0.992292728,0.744219546,0.737529748
2.19,3.92,0,0.992292728,0.744219546,0.737529748
2.19,3.92,0,0.992292728,0.744219546,0.737537282
2.19,3.92,0,0.992292728,0.744219546,0.737537282
2.19,3.92,0.19,0.992292728,0.744219546,0.737533101
2.19,3.92,0.19,0.992292728,0.744219546,0.737529748
2.19,3.92,0.19,0.992292728,0.744219546,0.737529748
2.19,3.92,0.19,0.992292728,0.744219546,0.737537282
2.19,3.92,0.19,0.992292728,0.744219546,0.737524076
2.19,3.92,-0.06,0.992292728,0.744219546,0.737538951
2.19,3.92,-0.06,0.992292728,0.744219546,0.737529748
2.19,3.92,-0.06,0.992292728,0.744219546,0.737529748
2.19,3.92,-0.06,0.992292728,0.744219546,0.737537282
2.19,3.92,-0.06,0.992292728,0.744219546,0.737537282
2.75,1.24,-0.12,0.699229602,0.524422201,0.419789518
2.75,1.24,-0.12,0.699229602,0.524422201,0.424110243
2.75,1.24,-0.12,0.699229602,0.524422201,0.420755255
2.75,1.24,-0.12,0.699229602,0.524422201,0.422072739
2.75,1.24,-0.12,0.699229602,0.524422201,0.420967556
2.19,3.92,-0.25,0.992292728,0.744219546,0.737538951
2.19,3.92,-0.25,0.992292728,0.744219546,0.737529748
2.19,3.92,-0.25,0.992292728,0.744219546,0.737529748
2.19,3.92,-0.25,0.992292728,0.744219546,0.737538951
