incrad,minsep,crowder_potential,phi_slot,phi_membrane,totflux_A_1000
1.06,2.31,-0.25,0.931591499,0.698693624,-1.72e-05
1.06,2.31,-0.25,0.931591499,0.698693624,-6.6e-05
1.06,2.31,-0.25,0.931591499,0.698693624,0.000127118
1.06,2.31,0.19,0.931591499,0.698693624,9.07e-05
1.06,2.31,0.19,0.931591499,0.698693624,-8.41e-05
1.06,2.31,0.19,0.931591499,0.698693624,0.000154716
1.06,2.31,0.19,0.931591499,0.698693624,-2.65e-06
1.06,2.31,0.19,0.931591499,0.698693624,-0.000127491
1.06,2.31,-0.12,0.931591499,0.698693624,0.000199986
1.06,2.31,-0.12,0.931591499,0.698693624,-5.33e-05
1.06,2.31,-0.12,0.931591499,0.698693624,0.00017327
1.06,2.31,-0.12,0.931591499,0.698693624,-2.55e-05
1.06,2.31,-0.12,0.931591499,0.698693624,-0.000137119
1.06,2.85,-0.06,0.931591499,0.698693624,5.65e-05
1.06,2.85,-0.06,0.931591499,0.698693624,8.75e-05
1.06,2.85,-0.06,0.931591499,0.698693624,-0.000207656
1.06,2.85,-0.06,0.931591499,0.698693624,-0.000114388
1.06,2.85,-0.06,0.931591499,0.698693624,0.000103057
1.06,2.85,-0.19,0.931591499,0.698693624,-3.82e-05
1.06,2.85,-0.19,0.931591499,0.698693624,4.71e-05
1.06,2.85,-0.19,0.931591499,0.698693624,-0.000110525
1.06,2.85,-0.19,0.931591499,0.698693624,-5.57e-05
1.06,2.85,-0.19,0.931591499,0.698693624,-0.00023549
1.06,2.31,0.25,0.931591499,0.698693624,0.000117676
1.06,2.31,0.25,0.931591499,0.698693624,0.000143281
1.06,2.31,0.25,0.931591499,0.698693624,0.000194365
1.06,2.31,0.25,0.931591499,0.698693624,-0.000276099
1.06,2.31,0.25,0.931591499,0.698693624,4.12e-05
1.06,1.77,0.25,0.914248291,0.685686218,-0.000130116
1.06,1.77,0.25,0.914248291,0.685686218,-5.99e-05
1.06,1.77,0.25,0.914248291,0.685686218,-0.000112398
1.06,1.77,0.25,0.914248291,0.685686218,0.00018179
1.06,1.77,0.25,0.914248291,0.685686218,-3.03e-05
1.06,2.31,0.06,0.931591499,0.698693624,7.04e-05
1.06,2.31,0.06,0.931591499,0.698693624,5.61e-05
1.06,2.31,0.06,0.931591499,0.698693624,0.00010569
1.06,2.31,0.06,0.931591499,0.698693624,-0.000227192
1.06,2.31,0.06,0.931591499,0.698693624,0.000119752
1.06,2.31,0.12,0.931591499,0.698693624,0.000128099
1.06,2.31,0.12,0.931591499,0.698693624,0.000138588
1.06,2.31,0.12,0.931591499,0.698693624,-7.19e-05
1.06,2.31,0.12,0.931591499,0.698693624,9.25e-05
1.06,2.31,0.12,0.931591499,0.698693624,0.000198152
1.06,2.31,-0.06,0.931591499,0.698693624,0.000110583
1.06,2.31,-0.06,0.931591499,0.698693624,0.000189504
1.06,2.31,-0.06,0.931591499,0.698693624,0.00020669
1.06,2.31,-0.06,0.931591499,0.698693624,9.27e-05
1.06,2.31,-0.06,0.931591499,0.698693624,0.000174817
1.06,2.31,0.0,0.931591499,0.698693624,2.49e-05
1.06,2.31,0.0,0.931591499,0.698693624,0.000156936
1.06,2.31,0.0,0.931591499,0.698693624,-0.000253424
1.06,2.31,0.0,0.931591499,0.698693624,9.34e-05
1.06,2.31,0.0,0.931591499,0.698693624,-1.45e-05
1.06,1.77,0.06,0.914248291,0.685686218,2.92e-05
1.06,1.77,0.06,0.914248291,0.685686218,0.000265719
1.06,1.77,0.06,0.914248291,0.685686218,0.00019976
1.06,1.77,0.06,0.914248291,0.685686218,0.000206232
1.06,1.77,0.06,0.914248291,0.685686218,9.4e-06
1.06,2.85,-0.12,0.931591499,0.698693624,8.01e-05
1.06,2.85,-0.12,0.931591499,0.698693624,2.33e-05
1.06,2.85,-0.12,0.931591499,0.698693624,5.81e-05
1.06,2.85,-0.12,0.931591499,0.698693624,-7.85e-06
1.06,2.85,-0.12,0.931591499,0.698693624,0.000129512
1.06,3.39,-0.12,0.948934707,0.711701031,0.000216205
1.06,3.39,-0.12,0.948934707,0.711701031,4.34e-05
1.06,3.39,-0.12,0.948934707,0.711701031,0.000103806
1.06,3.39,-0.12,0.948934707,0.711701031,0.000161596
1.06,3.39,-0.12,0.948934707,0.711701031,2.21e-05
1.06,3.39,-0.06,0.948934707,0.711701031,-0.000117924
1.06,3.39,-0.06,0.948934707,0.711701031,0.000241006
1.06,3.39,-0.06,0.948934707,0.711701031,0.000183623
1.06,3.39,-0.06,0.948934707,0.711701031,0.000119508
1.06,3.39,-0.06,0.948934707,0.711701031,0.00011508
2.19,3.39,0.25,0.992292728,0.744219546,1.24e-05
2.19,3.39,0.25,0.992292728,0.744219546,1.28e-05
2.19,3.39,0.25,0.992292728,0.744219546,1.28e-05
2.19,3.39,0.25,0.992292728,0.744219546,1.28e-05
2.19,3.39,0.25,0.992292728,0.744219546,1.28e-05
2.19,3.92,-0.12,0.992292728,0.744219546,1.28e-05
2.19,3.92,-0.12,0.992292728,0.744219546,1.28e-05
2.19,3.92,-0.12,0.992292728,0.744219546,1.28e-05
2.19,3.92,-0.12,0.992292728,0.744219546,1.28e-05
2.19,3.92,-0.12,0.992292728,0.744219546,1.29e-05
2.19,3.92,0.25,0.992292728,0.744219546,1.27e-05
2.19,3.92,0.25,0.992292728,0.744219546,1.29e-05
2.19,3.92,0.25,0.992292728,0.744219546,1.28e-05
2.19,3.92,0.25,0.992292728,0.744219546,1.28e-05
2.19,3.92,0.25,0.992292728,0.744219546,1.24e-05
2.19,3.92,-0.19,0.992292728,0.744219546,1.28e-05
2.19,3.92,-0.19,0.992292728,0.744219546,1.28e-05
2.19,3.92,-0.19,0.992292728,0.744219546,1.28e-05
2.19,3.92,-0.19,0.992292728,0.744219546,1.28e-05
2.19,3.92,-0.19,0.992292728,0.744219546,1.28e-05
2.19,3.92,0.12,0.992292728,0.744219546,1.28e-05
2.19,3.92,0.12,0.992292728,0.744219546,1.28e-05
2.19,3.92,0.12,0.992292728,0.744219546,1.28e-05
2.19,3.92,0.12,0.992292728,0.744219546,1.28e-05
2.19,3.92,0.12,0.992292728,0.744219546,1.28e-05
2.75,0.7,0.25,0.699229602,0.524422201,3.68e-05
2.75,0.7,0.25,0.699229602,0.524422201,0.000148137
2.75,0.7,0.25,0.699229602,0.524422201,-4.35e-05
2.75,0.7,0.25,0.699229602,0.524422201,-6.03e-05
2.75,0.7,0.25,0.699229602,0.524422201,-0.000119184
