,job_id,incrad,minsep,crowder_potential,phi_slot,phi_membrane,Deff_membrane,totflux_A_1000
0,1,0.5,0.7,-0.25,0.807092845,0.605319634,0.571176867,8.24E-05
1,1,0.5,0.7,-0.06,0.807092845,0.605319634,0.533405736,-0.000250788
2,2,0.5,0.7,-0.06,0.807092845,0.605319634,0.532710975,-0.000161178
3,3,0.5,0.7,-0.06,0.807092845,0.605319634,0.532563507,6.86E-05
4,4,0.5,0.7,-0.06,0.807092845,0.605319634,0.533715694,0.000152739
5,5,0.5,0.7,-0.06,0.807092845,0.605319634,0.532437988,0.00017658
6,1,0.5,0.7,-0.12,0.807092845,0.605319634,0.542653742,6.12E-05
7,2,0.5,0.7,-0.12,0.807092845,0.605319634,0.543684378,8.00E-06
8,3,0.5,0.7,-0.12,0.807092845,0.605319634,0.544410239,0.000174121
9,4,0.5,0.7,-0.12,0.807092845,0.605319634,0.543960816,0.000187319
10,5,0.5,0.7,-0.12,0.807092845,0.605319634,0.544623309,3.92E-05
11,1,0.5,1.77,-0.19,0.943158065,0.707368549,0.704174508,-6.76E-05
12,2,0.5,1.77,-0.19,0.943158065,0.707368549,0.70545179,0.000249473
13,3,0.5,1.77,-0.19,0.943158065,0.707368549,0.7048649,0.000464713
14,4,0.5,1.77,-0.19,0.943158065,0.707368549,0.703888628,0.000206942
15,5,0.5,1.77,-0.19,0.943158065,0.707368549,0.705650577,-5.51E-05
16,1,0.5,1.24,-0.12,0.894023402,0.670517552,0.637378325,-8.24E-05
17,2,0.5,1.24,-0.12,0.894023402,0.670517552,0.637565538,-5.87E-06
18,3,0.5,1.24,-0.12,0.894023402,0.670517552,0.63847921,-0.000251772
19,4,0.5,1.24,-0.12,0.894023402,0.670517552,0.63719562,0.000162064
20,5,0.5,1.24,-0.12,0.894023402,0.670517552,0.637473178,-0.000116595
21,1,0.5,1.24,-0.06,0.894023402,0.670517552,0.622958786,-0.000231785
22,2,0.5,1.24,-0.06,0.894023402,0.670517552,0.623541786,-0.000190519
23,3,0.5,1.24,-0.06,0.894023402,0.670517552,0.622963746,3.74E-06
24,4,0.5,1.24,-0.06,0.894023402,0.670517552,0.624176434,-3.77E-05
25,1,0.5,0.7,0.25,0.807092845,0.605319634,0.476477015,-5.14E-06
26,2,0.5,0.7,0.25,0.807092845,0.605319634,0.475904798,-0.000111489
27,3,0.5,0.7,0.25,0.807092845,0.605319634,0.4759243,-0.000124273
28,4,0.5,0.7,0.25,0.807092845,0.605319634,0.476661121,5.52E-05
29,5,0.5,0.7,0.25,0.807092845,0.605319634,0.476303081,0.000136548
30,1,0.5,0.7,0.12,0.807092845,0.605319634,0.498414031,0.000277014
31,2,0.5,0.7,0.12,0.807092845,0.605319634,0.498988703,0.00036436
32,3,0.5,0.7,0.12,0.807092845,0.605319634,0.498580215,-1.21E-05
33,4,0.5,0.7,0.12,0.807092845,0.605319634,0.498040477,-0.000107262
34,5,0.5,0.7,0.12,0.807092845,0.605319634,0.499124955,0.000213142
35,1,0.5,1.24,0.12,0.894023402,0.670517552,0.583881336,-0.000127753
36,2,0.5,1.24,0.12,0.894023402,0.670517552,0.584158488,-8.87E-05
37,3,0.5,1.24,0.12,0.894023402,0.670517552,0.58321996,3.92E-05
38,4,0.5,1.24,0.12,0.894023402,0.670517552,0.584846239,-9.55E-06
39,5,0.5,1.24,0.12,0.894023402,0.670517552,0.582474903,-0.000131756
40,1,0.5,0.7,0,0.807092845,0.605319634,0.521830525,0.000134813
41,2,0.5,0.7,0,0.807092845,0.605319634,0.5202492,-4.48E-05
42,3,0.5,0.7,0,0.807092845,0.605319634,0.520731557,-3.32E-05
43,4,0.5,0.7,0,0.807092845,0.605319634,0.522045258,-0.000274837
44,5,0.5,0.7,0,0.807092845,0.605319634,0.521200519,8.09E-06
45,1,0.5,1.24,0,0.894023402,0.670517552,0.60970352,0.000195437
46,2,0.5,1.24,0,0.894023402,0.670517552,0.610322574,0.000300168
47,3,0.5,1.24,0,0.894023402,0.670517552,0.609178051,4.06E-05
48,4,0.5,1.24,0,0.894023402,0.670517552,0.60940939,-0.000451317
49,5,0.5,1.24,0,0.894023402,0.670517552,0.609973901,-3.57E-05
50,1,0.5,1.24,-0.25,0.894023402,0.670517552,0.670688942,-0.000222843
51,2,0.5,1.24,-0.25,0.894023402,0.670517552,0.668094874,-4.65E-05
52,3,0.5,1.24,-0.25,0.894023402,0.670517552,0.671849107,-0.000289168
53,4,0.5,1.24,-0.25,0.894023402,0.670517552,0.67030949,-0.000358369
54,5,0.5,1.24,-0.25,0.894023402,0.670517552,0.669997389,0.000154178
55,1,0.5,0.7,0.06,0.807092845,0.605319634,0.509761077,4.94E-06
56,1,0.5,0.7,0.19,0.807092845,0.605319634,0.487056985,0.00012863
57,2,0.5,0.7,0.19,0.807092845,0.605319634,0.487109609,-8.07E-05
58,3,0.5,0.7,0.19,0.807092845,0.605319634,0.486443876,1.41E-05
59,4,0.5,0.7,0.19,0.807092845,0.605319634,0.488393165,8.24E-05
60,5,0.5,0.7,0.19,0.807092845,0.605319634,0.486734868,-3.18E-06
61,1,0.5,1.24,-0.19,0.894023402,0.670517552,0.654272911,2.12E-05
62,2,0.5,1.24,-0.19,0.894023402,0.670517552,0.65591388,9.99E-05
63,3,0.5,1.24,-0.19,0.894023402,0.670517552,0.654609457,6.22E-05
64,4,0.5,1.24,-0.19,0.894023402,0.670517552,0.653038825,-8.04E-05
65,5,0.5,1.24,-0.19,0.894023402,0.670517552,0.654760746,1.12E-05
66,1,0.5,1.24,0.25,0.894023402,0.670517552,0.555672193,-0.000512547
67,2,0.5,1.24,0.25,0.894023402,0.670517552,0.555197498,0.000249297
68,3,0.5,1.24,0.25,0.894023402,0.670517552,0.556424763,-3.83E-05
69,4,0.5,1.24,0.25,0.894023402,0.670517552,0.55708361,0.000116478
70,5,0.5,1.24,0.25,0.894023402,0.670517552,0.558202834,0.000136394
71,1,0.5,1.24,0.19,0.894023402,0.670517552,0.568496059,0.000116189
72,2,0.5,1.24,0.19,0.894023402,0.670517552,0.568801821,-0.000122173
73,3,0.5,1.24,0.19,0.894023402,0.670517552,0.568914796,-2.41E-05
74,4,0.5,1.24,0.19,0.894023402,0.670517552,0.569291503,0.000315254
75,5,0.5,1.24,0.19,0.894023402,0.670517552,0.568191034,-0.000142439
76,1,0.5,1.24,0.06,0.894023402,0.670517552,0.59657644,-0.000105719
77,2,0.5,1.24,0.06,0.894023402,0.670517552,0.597066705,4.48E-05
78,3,0.5,1.24,0.06,0.894023402,0.670517552,0.596988574,-0.000216223
79,4,0.5,1.24,0.06,0.894023402,0.670517552,0.595582577,-0.000150571
80,5,0.5,1.24,0.06,0.894023402,0.670517552,0.59618863,0.000101233
81,1,0.5,1.77,-0.25,0.943158065,0.707368549,0.717677942,0.000232326
82,2,0.5,1.77,-0.25,0.943158065,0.707368549,0.71714667,0.00014804
83,3,0.5,1.77,-0.25,0.943158065,0.707368549,0.714333933,-8.25E-05
84,4,0.5,1.77,-0.25,0.943158065,0.707368549,0.7173774,0.00012284
85,5,0.5,1.77,-0.25,0.943158065,0.707368549,0.718537535,6.75E-05
86,1,0.5,1.77,0,0.943158065,0.707368549,0.671141541,0.000273621
87,2,0.5,1.77,0,0.943158065,0.707368549,0.671509422,-1.59E-05
88,3,0.5,1.77,0,0.943158065,0.707368549,0.67142891,0.000117006
89,4,0.5,1.77,0,0.943158065,0.707368549,0.671491092,3.67E-05
90,5,0.5,1.77,0,0.943158065,0.707368549,0.671439144,-3.44E-05
91,1,0.5,1.77,-0.12,0.943158065,0.707368549,0.692361134,0.000171619
92,2,0.5,1.77,-0.12,0.943158065,0.707368549,0.692063314,0.000325582
93,3,0.5,1.77,-0.12,0.943158065,0.707368549,0.692666677,-2.02E-06
94,4,0.5,1.77,-0.12,0.943158065,0.707368549,0.69245542,0.000114076
95,5,0.5,1.77,-0.12,0.943158065,0.707368549,0.69144874,1.77E-05
96,1,0.5,1.77,-0.06,0.943158065,0.707368549,0.682485438,0.000298465
97,2,0.5,1.77,-0.06,0.943158065,0.707368549,0.681980799,-1.92E-05
98,3,0.5,1.77,-0.06,0.943158065,0.707368549,0.681881469,5.31E-05
99,4,0.5,1.77,-0.06,0.943158065,0.707368549,0.681922683,7.97E-05
100,5,0.5,1.77,-0.06,0.943158065,0.707368549,0.681832038,0.000406983
101,1,0.5,1.77,0.06,0.943158065,0.707368549,0.661659113,8.48E-05
102,2,0.5,1.77,0.06,0.943158065,0.707368549,0.661461863,0.000145371
103,3,0.5,1.77,0.06,0.943158065,0.707368549,0.662176639,0.000227611
104,4,0.5,1.77,0.06,0.943158065,0.707368549,0.661711791,8.84E-05
105,5,0.5,1.77,0.06,0.943158065,0.707368549,0.661539774,-3.97E-05
106,1,0.5,2.85,-0.12,0.97717437,0.732880778,0.725913702,-0.000398969
107,2,0.5,2.85,-0.12,0.97717437,0.732880778,0.726245451,-0.000195003
108,3,0.5,2.85,-0.12,0.97717437,0.732880778,0.725573916,-0.000157523
109,4,0.5,2.85,-0.12,0.97717437,0.732880778,0.725645887,-0.000222247
110,5,0.5,2.85,-0.12,0.97717437,0.732880778,0.724559209,-0.00024973
111,1,0.5,2.31,0.25,0.954496833,0.715872625,0.64726984,-1.83E-05
112,2,0.5,2.31,0.25,0.954496833,0.715872625,0.648135151,0.000153926
113,3,0.5,2.31,0.25,0.954496833,0.715872625,0.646990036,0.000224436
114,4,0.5,2.31,0.25,0.954496833,0.715872625,0.648243926,0.000164209
115,5,0.5,2.31,0.25,0.954496833,0.715872625,0.647438635,0.000276601
116,1,0.5,2.85,-0.25,0.97717437,0.732880778,0.734797561,2.68E-05
117,2,0.5,2.85,-0.25,0.97717437,0.732880778,0.737281495,-5.96E-05
118,3,0.5,2.85,-0.25,0.97717437,0.732880778,0.735810337,-0.000157677
119,4,0.5,2.85,-0.25,0.97717437,0.732880778,0.736574838,0.000159816
120,5,0.5,2.85,-0.25,0.97717437,0.732880778,0.734545619,-0.000167133
121,1,0.5,2.31,0.19,0.954496833,0.715872625,0.656371536,0.000130505
122,2,0.5,2.31,0.19,0.954496833,0.715872625,0.657410908,2.19E-07
123,3,0.5,2.31,0.19,0.954496833,0.715872625,0.65608674,-1.68E-05
124,4,0.5,2.31,0.19,0.954496833,0.715872625,0.65717673,9.23E-05
125,5,0.5,2.31,0.19,0.954496833,0.715872625,0.6566738,0.000183398
126,1,0.5,2.85,-0.19,0.97717437,0.732880778,0.731322344,2.39E-05
127,2,0.5,2.85,-0.19,0.97717437,0.732880778,0.731317824,-0.000131615
128,3,0.5,2.85,-0.19,0.97717437,0.732880778,0.731070253,-0.000106034
129,4,0.5,2.85,-0.19,0.97717437,0.732880778,0.731021859,9.07E-05
130,5,0.5,2.85,-0.19,0.97717437,0.732880778,0.732114887,-0.000137228
131,1,0.5,1.77,0.12,0.943158065,0.707368549,0.652713129,0.000272533
132,2,0.5,1.77,0.12,0.943158065,0.707368549,0.651796326,-8.71E-05
133,3,0.5,1.77,0.12,0.943158065,0.707368549,0.650083963,-0.000127092
134,4,0.5,1.77,0.12,0.943158065,0.707368549,0.652034676,-9.14E-05
135,5,0.5,1.77,0.12,0.943158065,0.707368549,0.650373527,0.000168873
136,1,0.5,2.31,-0.25,0.954496833,0.715872625,0.725860891,0.000319265
137,2,0.5,2.31,-0.25,0.954496833,0.715872625,0.726072525,0.000289928
138,3,0.5,2.31,-0.25,0.954496833,0.715872625,0.724689207,0.000111146
139,4,0.5,2.31,-0.25,0.954496833,0.715872625,0.724512672,0.000160923
140,5,0.5,2.31,-0.25,0.954496833,0.715872625,0.724997348,0.000189774
141,1,0.5,1.77,0.19,0.943158065,0.707368549,0.639688068,-5.79E-06
142,2,0.5,1.77,0.19,0.943158065,0.707368549,0.640230429,0.000206194
143,3,0.5,1.77,0.19,0.943158065,0.707368549,0.640294093,0.000267434
144,4,0.5,1.77,0.19,0.943158065,0.707368549,0.639755492,0.000173856
145,5,0.5,1.77,0.19,0.943158065,0.707368549,0.641055305,0.000186646
146,1,0.5,1.77,0.25,0.943158065,0.707368549,0.630389076,2.82E-05
147,2,0.5,1.77,0.25,0.943158065,0.707368549,0.630720883,0.000133387
148,3,0.5,1.77,0.25,0.943158065,0.707368549,0.630478784,0.000287403
149,4,0.5,1.77,0.25,0.943158065,0.707368549,0.629985401,6.12E-06
150,5,0.5,1.77,0.25,0.943158065,0.707368549,0.630587504,7.22E-05
151,1,0.5,2.31,-0.19,0.954496833,0.715872625,0.715368201,-0.000124327
152,2,0.5,2.31,-0.19,0.954496833,0.715872625,0.71562431,0.000201241
153,3,0.5,2.31,-0.19,0.954496833,0.715872625,0.715455719,-0.000299421
154,4,0.5,2.31,-0.19,0.954496833,0.715872625,0.716623522,0.000146106
155,5,0.5,2.31,-0.19,0.954496833,0.715872625,0.716194716,7.67E-05
156,1,0.5,2.31,-0.12,0.954496833,0.715872625,0.703654737,-0.000114673
157,2,0.5,2.31,-0.12,0.954496833,0.715872625,0.704433655,5.35E-05
158,3,0.5,2.31,-0.12,0.954496833,0.715872625,0.704271748,0.000168106
159,4,0.5,2.31,-0.12,0.954496833,0.715872625,0.704506805,-9.92E-05
160,5,0.5,2.31,-0.12,0.954496833,0.715872625,0.704391188,0.000110554
161,1,0.5,2.31,-0.06,0.954496833,0.715872625,0.694734388,4.63E-05
162,2,0.5,2.31,-0.06,0.954496833,0.715872625,0.694530149,-0.00030151
163,3,0.5,2.31,-0.06,0.954496833,0.715872625,0.69488829,5.30E-05
164,4,0.5,2.31,-0.06,0.954496833,0.715872625,0.695454064,4.91E-05
165,5,0.5,2.31,-0.06,0.954496833,0.715872625,0.694763379,8.67E-05
166,1,0.5,2.31,0,0.954496833,0.715872625,0.685641749,-9.74E-05
167,2,0.5,2.31,0,0.954496833,0.715872625,0.685537603,-0.000221498
168,3,0.5,2.31,0,0.954496833,0.715872625,0.685263088,-7.70E-05
169,4,0.5,2.31,0,0.954496833,0.715872625,0.685414396,3.93E-05
170,5,0.5,2.31,0,0.954496833,0.715872625,0.685541432,0.000141172
171,1,0.5,2.31,0.12,0.954496833,0.715872625,0.666947308,1.13E-05
172,2,0.5,2.31,0.12,0.954496833,0.715872625,0.667292067,-6.13E-05
173,3,0.5,2.31,0.12,0.954496833,0.715872625,0.667297931,-0.000391582
174,4,0.5,2.31,0.12,0.954496833,0.715872625,0.667177407,-0.000320099
175,5,0.5,2.31,0.12,0.954496833,0.715872625,0.66730305,3.99E-05
176,1,0.5,2.31,0.06,0.954496833,0.715872625,0.675891316,-3.83E-06
177,2,0.5,2.31,0.06,0.954496833,0.715872625,0.676537107,0.000233314
178,3,0.5,2.31,0.06,0.954496833,0.715872625,0.675945679,0.000233817
179,4,0.5,2.31,0.06,0.954496833,0.715872625,0.676194442,-0.000221621
180,5,0.5,2.31,0.06,0.954496833,0.715872625,0.676355264,0.000234214
181,1,0.5,2.85,0.25,0.97717437,0.732880778,0.699802145,-0.000287355
182,2,0.5,2.85,0.25,0.97717437,0.732880778,0.698929868,0.000125702
183,3,0.5,2.85,0.25,0.97717437,0.732880778,0.699361645,-4.69E-05
184,4,0.5,2.85,0.25,0.97717437,0.732880778,0.6990087,-9.79E-05
185,5,0.5,2.85,0.25,0.97717437,0.732880778,0.699782488,-5.84E-05
186,1,0.5,2.85,0.19,0.97717437,0.732880778,0.704371762,-3.24E-05
187,2,0.5,2.85,0.19,0.97717437,0.732880778,0.703797282,-0.000234204
188,3,0.5,2.85,0.19,0.97717437,0.732880778,0.703306913,-0.000414444
189,4,0.5,2.85,0.19,0.97717437,0.732880778,0.7037916,-4.00E-05
190,5,0.5,2.85,0.19,0.97717437,0.732880778,0.703544677,1.93E-05
191,1,0.5,2.85,0.12,0.97717437,0.732880778,0.708452105,-0.00011911
192,2,0.5,2.85,0.12,0.97717437,0.732880778,0.709083492,6.04E-05
193,3,0.5,2.85,0.12,0.97717437,0.732880778,0.708350444,-6.49E-05
194,4,0.5,2.85,0.12,0.97717437,0.732880778,0.70779855,4.93E-06
195,5,0.5,2.85,0.12,0.97717437,0.732880778,0.707816618,-0.000376814
196,1,0.5,2.85,-0.06,0.97717437,0.732880778,0.721717104,-8.06E-05
197,2,0.5,2.85,-0.06,0.97717437,0.732880778,0.722191196,0.000192234
198,3,0.5,2.85,-0.06,0.97717437,0.732880778,0.721823926,-9.53E-05
199,4,0.5,2.85,-0.06,0.97717437,0.732880778,0.722208186,2.99E-05
200,5,0.5,2.85,-0.06,0.97717437,0.732880778,0.722045139,-0.000155733
201,1,0.5,2.85,0.06,0.97717437,0.732880778,0.71224435,2.59E-05
202,2,0.5,2.85,0.06,0.97717437,0.732880778,0.712483066,-8.98E-06
203,3,0.5,2.85,0.06,0.97717437,0.732880778,0.712527617,2.40E-05
204,4,0.5,2.85,0.06,0.97717437,0.732880778,0.713296019,-5.62E-06
205,5,0.5,2.85,0.06,0.97717437,0.732880778,0.712354671,9.93E-06
206,1,0.5,2.85,0,0.97717437,0.732880778,0.716914079,-0.000182837
207,2,0.5,2.85,0,0.97717437,0.732880778,0.717349035,-0.000545132
208,3,0.5,2.85,0,0.97717437,0.732880778,0.717890132,0.000106929
209,4,0.5,2.85,0,0.97717437,0.732880778,0.717366299,-0.000232096
210,5,0.5,2.85,0,0.97717437,0.732880778,0.717804424,-0.000124209
211,1,0.5,3.39,-0.25,0.979064165,0.734298124,0.735989146,1.82E-05
212,2,0.5,3.39,-0.25,0.979064165,0.734298124,0.736951785,6.19E-06
213,3,0.5,3.39,-0.25,0.979064165,0.734298124,0.736421414,-0.000286293
214,4,0.5,3.39,-0.25,0.979064165,0.734298124,0.737275523,7.13E-05
215,5,0.5,3.39,-0.25,0.979064165,0.734298124,0.736289879,-5.76E-05
216,1,0.5,3.39,-0.19,0.979064165,0.734298124,0.731495546,0.000161305
217,2,0.5,3.39,-0.19,0.979064165,0.734298124,0.731613682,-8.26E-06
218,3,0.5,3.39,-0.19,0.979064165,0.734298124,0.732249629,0.000153617
219,4,0.5,3.39,-0.19,0.979064165,0.734298124,0.73273785,-5.78E-05
220,5,0.5,3.39,-0.19,0.979064165,0.734298124,0.732673391,2.20E-05
221,1,0.5,3.39,0.12,0.979064165,0.734298124,0.710856365,-8.56E-05
222,2,0.5,3.39,0.12,0.979064165,0.734298124,0.711871442,-3.21E-05
223,3,0.5,3.39,0.12,0.979064165,0.734298124,0.711119779,-0.000282213
224,4,0.5,3.39,0.12,0.979064165,0.734298124,0.71110233,7.03E-05
225,5,0.5,3.39,0.12,0.979064165,0.734298124,0.711682971,6.81E-05
226,1,0.5,3.39,0.19,0.979064165,0.734298124,0.707083361,6.84E-05
227,2,0.5,3.39,0.19,0.979064165,0.734298124,0.707671288,-0.000146726
228,3,0.5,3.39,0.19,0.979064165,0.734298124,0.706530505,0.000134815
229,4,0.5,3.39,0.19,0.979064165,0.734298124,0.706579408,0.000131698
230,5,0.5,3.39,0.19,0.979064165,0.734298124,0.707271294,3.79E-06
231,1,0.5,3.39,-0.06,0.979064165,0.734298124,0.723359549,-0.000160277
232,2,0.5,3.39,-0.06,0.979064165,0.734298124,0.723318041,-0.000167605
233,3,0.5,3.39,-0.06,0.979064165,0.734298124,0.723475659,1.01E-05
234,4,0.5,3.39,-0.06,0.979064165,0.734298124,0.723306437,-6.30E-05
235,5,0.5,3.39,-0.06,0.979064165,0.734298124,0.723986727,0.000103352
236,1,0.5,3.39,-0.12,0.979064165,0.734298124,0.727695232,-0.000171881
237,2,0.5,3.39,-0.12,0.979064165,0.734298124,0.72794351,-0.000102393
238,3,0.5,3.39,-0.12,0.979064165,0.734298124,0.727472143,-0.00016897
239,4,0.5,3.39,-0.12,0.979064165,0.734298124,0.727471268,-0.000110135
240,5,0.5,3.39,-0.12,0.979064165,0.734298124,0.727488266,9.95E-05
241,1,0.5,3.39,0,0.979064165,0.734298124,0.720350515,0.000228749
242,2,0.5,3.39,0,0.979064165,0.734298124,0.719541078,3.41E-05
243,3,0.5,3.39,0,0.979064165,0.734298124,0.718729013,8.04E-05
244,4,0.5,3.39,0,0.979064165,0.734298124,0.719659283,3.30E-05
245,5,0.5,3.39,0,0.979064165,0.734298124,0.719655223,-0.000143338
246,1,0.5,3.39,0.06,0.979064165,0.734298124,0.715448827,0.000110454
247,2,0.5,3.39,0.06,0.979064165,0.734298124,0.715196022,7.15E-05
248,3,0.5,3.39,0.06,0.979064165,0.734298124,0.715658247,2.84E-05
249,4,0.5,3.39,0.06,0.979064165,0.734298124,0.715409488,0.000105331
250,5,0.5,3.39,0.06,0.979064165,0.734298124,0.715266758,-0.000108493
251,1,0.5,4.46,-0.19,0.992292728,0.744219546,0.737533101,1.28E-05
252,2,0.5,4.46,-0.19,0.992292728,0.744219546,0.737538948,1.28E-05
253,3,0.5,4.46,-0.19,0.992292728,0.744219546,0.737539749,1.28E-05
254,4,0.5,4.46,-0.19,0.992292728,0.744219546,0.737529748,1.27E-05
255,5,0.5,4.46,-0.19,0.992292728,0.744219546,0.737524748,1.24E-05
256,1,0.5,4.46,0,0.992292728,0.744219546,0.737538948,1.28E-05
257,2,0.5,4.46,0,0.992292728,0.744219546,0.737539749,1.28E-05
258,3,0.5,4.46,0,0.992292728,0.744219546,0.737529748,1.27E-05
259,4,0.5,4.46,0,0.992292728,0.744219546,0.737524748,1.24E-05
260,5,0.5,4.46,0,0.992292728,0.744219546,0.737533101,1.28E-05
261,1,0.5,4.46,-0.25,0.992292728,0.744219546,0.737537282,1.29E-05
262,2,0.5,4.46,-0.25,0.992292728,0.744219546,0.737538948,1.28E-05
263,3,0.5,4.46,-0.25,0.992292728,0.744219546,0.737538948,1.28E-05
264,4,0.5,4.46,-0.25,0.992292728,0.744219546,0.737539749,1.28E-05
265,5,0.5,4.46,-0.25,0.992292728,0.744219546,0.737538948,1.28E-05
266,1,0.5,4.46,0.19,0.992292728,0.744219546,0.737539749,1.28E-05
267,2,0.5,4.46,0.19,0.992292728,0.744219546,0.737538948,1.28E-05
268,3,0.5,4.46,0.19,0.992292728,0.744219546,0.737524748,1.24E-05
269,4,0.5,4.46,0.19,0.992292728,0.744219546,0.737533101,1.28E-05
270,5,0.5,4.46,0.19,0.992292728,0.744219546,0.737537282,1.29E-05
271,1,0.5,4.46,-0.06,0.992292728,0.744219546,0.737538948,1.28E-05
272,2,0.5,4.46,-0.06,0.992292728,0.744219546,0.737538948,1.28E-05
273,3,0.5,4.46,-0.06,0.992292728,0.744219546,0.737539749,1.28E-05
274,4,0.5,4.46,-0.06,0.992292728,0.744219546,0.737538948,1.28E-05
275,5,0.5,4.46,-0.06,0.992292728,0.744219546,0.737524748,1.24E-05
276,1,1.06,0.7,-0.06,0.749487813,0.56211586,0.481033593,6.19E-05
277,2,1.06,0.7,-0.06,0.749487813,0.56211586,0.48420659,6.01E-05
278,3,1.06,0.7,-0.06,0.749487813,0.56211586,0.48357641,-0.000121611
279,4,1.06,0.7,-0.06,0.749487813,0.56211586,0.482764093,-4.77E-05
280,5,1.06,0.7,-0.06,0.749487813,0.56211586,0.481915044,-0.00015837
281,1,1.06,0.7,0,0.749487813,0.56211586,0.473153104,-0.000186091
282,2,1.06,0.7,0,0.749487813,0.56211586,0.475611166,-0.000135316
283,3,1.06,0.7,0,0.749487813,0.56211586,0.471689822,0.000212523
284,4,1.06,0.7,0,0.749487813,0.56211586,0.472969328,8.93E-05
285,5,1.06,0.7,0,0.749487813,0.56211586,0.474982403,0.000210366
286,1,1.06,1.77,0.12,0.914248291,0.685686218,0.62936303,-0.000103671
287,2,1.06,1.77,0.12,0.914248291,0.685686218,0.630051046,-8.69E-05
288,3,1.06,1.77,0.12,0.914248291,0.685686218,0.630024604,-0.000233245
289,4,1.06,1.77,0.12,0.914248291,0.685686218,0.629157352,-0.000111955
290,5,1.06,1.77,0.12,0.914248291,0.685686218,0.630406661,0.000457845
291,1,1.06,0.7,-0.19,0.749487813,0.56211586,0.502325957,0.000355281
292,2,1.06,0.7,-0.19,0.749487813,0.56211586,0.499927765,0.000287896
293,3,1.06,0.7,-0.19,0.749487813,0.56211586,0.500161205,7.62E-05
294,4,1.06,0.7,-0.19,0.749487813,0.56211586,0.502422608,0.000350494
295,5,1.06,0.7,-0.19,0.749487813,0.56211586,0.497226075,-3.21E-06
296,1,1.06,0.7,-0.12,0.749487813,0.56211586,0.490805246,6.21E-05
297,2,1.06,0.7,-0.12,0.749487813,0.56211586,0.491270307,0.000144129
298,3,1.06,0.7,-0.12,0.749487813,0.56211586,0.489919794,-9.24E-05
299,4,1.06,0.7,-0.12,0.749487813,0.56211586,0.493958026,-0.000198763
300,5,1.06,0.7,-0.12,0.749487813,0.56211586,0.488535876,7.20E-05
301,1,1.06,0.7,-0.25,0.749487813,0.56211586,0.507562825,-6.97E-05
302,2,1.06,0.7,-0.25,0.749487813,0.56211586,0.510449219,-7.13E-05
303,3,1.06,0.7,-0.25,0.749487813,0.56211586,0.50815812,-8.11E-05
304,4,1.06,0.7,-0.25,0.749487813,0.56211586,0.509338588,-0.000287078
305,5,1.06,0.7,-0.25,0.749487813,0.56211586,0.513249395,-0.000337117
306,1,1.06,1.77,0,0.914248291,0.685686218,0.640767871,0.000119594
307,2,1.06,1.77,0,0.914248291,0.685686218,0.64114027,-0.000347903
308,3,1.06,1.77,0,0.914248291,0.685686218,0.641299056,1.94E-05
309,4,1.06,1.77,0,0.914248291,0.685686218,0.640681134,0.000224893
310,5,1.06,1.77,0,0.914248291,0.685686218,0.641104024,0.000137215
311,1,1.06,0.7,0.12,0.749487813,0.56211586,0.459650002,-7.07E-06
312,2,1.06,0.7,0.12,0.749487813,0.56211586,0.461401656,-0.000285164
313,3,1.06,0.7,0.12,0.749487813,0.56211586,0.461203683,7.05E-05
314,4,1.06,0.7,0.12,0.749487813,0.56211586,0.458640745,5.94E-05
315,5,1.06,0.7,0.12,0.749487813,0.56211586,0.458338979,0.000122554
316,1,1.06,0.7,0.06,0.749487813,0.56211586,0.467069454,-9.09E-05
317,2,1.06,0.7,0.06,0.749487813,0.56211586,0.466820578,2.06E-05
318,3,1.06,0.7,0.06,0.749487813,0.56211586,0.467994811,1.74E-05
319,4,1.06,0.7,0.06,0.749487813,0.56211586,0.467572392,0.00022197
320,5,1.06,0.7,0.06,0.749487813,0.56211586,0.467235532,-2.58E-05
321,1,1.06,2.85,-0.25,0.931591499,0.698693624,0.685205401,-2.18E-05
322,2,1.06,2.85,-0.25,0.931591499,0.698693624,0.685112785,0.000130938
323,3,1.06,2.85,-0.25,0.931591499,0.698693624,0.685205481,6.97E-05
324,4,1.06,2.85,-0.25,0.931591499,0.698693624,0.686396197,-5.80E-05
325,5,1.06,2.85,-0.25,0.931591499,0.698693624,0.684121397,-7.60E-05
326,1,1.06,2.31,-0.19,0.931591499,0.698693624,0.677513203,5.63E-05
327,2,1.06,2.31,-0.19,0.931591499,0.698693624,0.677664995,9.92E-05
328,3,1.06,2.31,-0.19,0.931591499,0.698693624,0.67783076,-0.000232322
329,4,1.06,2.31,-0.19,0.931591499,0.698693624,0.678609379,0.000124909
330,5,1.06,2.31,-0.19,0.931591499,0.698693624,0.679422398,0.00010515
331,1,1.06,1.77,0.19,0.914248291,0.685686218,0.62349803,0.000155438
332,2,1.06,1.77,0.19,0.914248291,0.685686218,0.624122997,-8.55E-05
333,3,1.06,1.77,0.19,0.914248291,0.685686218,0.623335194,0.000133712
334,4,1.06,1.77,0.19,0.914248291,0.685686218,0.623594009,0.00046261
335,5,1.06,1.77,0.19,0.914248291,0.685686218,0.623653414,-9.97E-05
336,1,1.06,2.31,-0.25,0.931591499,0.698693624,0.685011611,8.09E-05
337,2,1.06,2.31,-0.25,0.931591499,0.698693624,0.682202447,-0.000175859
338,3,1.06,2.31,-0.25,0.931591499,0.698693624,0.682733928,-1.72E-05
