,job_id,incrad,minsep,crowder_potential,phi_slot,phi_membrane,Deff_membrane
62,0003,0.5,1.24,0.25,0.8940234021772135,0.6705175516329102,0.5562987642276633
63,0004,0.5,1.24,0.25,0.8940234021772194,0.6705175516329146,0.5570951993384842
64,0005,0.5,1.24,0.25,0.8940234021772138,0.6705175516329104,0.5575988186707278
65,0001,0.5,1.24,0.19,0.8940234021772191,0.6705175516329144,0.5691421519493199
66,0002,0.5,1.24,0.19,0.8940234021771178,0.6705175516328383,0.5684030324268408
67,0003,0.5,1.24,0.19,0.8940234021772143,0.6705175516329108,0.5684228115551648
68,0004,0.5,1.24,0.19,0.8940234021772163,0.6705175516329123,0.5696436174206474
69,0005,0.5,1.24,0.19,0.8940234021772134,0.67051755163291,0.5690972289094187
70,0001,0.5,1.24,0.06,0.8940234021772138,0.6705175516329104,0.596611559479837
71,0002,0.5,1.24,0.06,0.8940234021772183,0.6705175516329137,0.5964798876296502
72,0003,0.5,1.24,0.06,0.8940234021772172,0.6705175516329129,0.5957558199148248
73,0004,0.5,1.24,0.06,0.8940234021772161,0.670517551632912,0.5975189204638458
74,0005,0.5,1.24,0.06,0.8940234021772191,0.6705175516329144,0.596590221642082
75,0001,0.5,1.77,-0.25,0.9431580650981618,0.7073685488236213,0.7156822522004547
76,0002,0.5,1.77,-0.25,0.9431580650981836,0.7073685488236376,0.717382973691928
77,0003,0.5,1.77,-0.25,0.9431580650981544,0.7073685488236158,0.7180544205998908
78,0004,0.5,1.77,-0.25,0.9431580650981665,0.7073685488236248,0.7151319932874338
79,0005,0.5,1.77,-0.25,0.9431580650981667,0.707368548823625,0.717043740299243
80,0001,0.5,1.77,0.0,0.9431580650981645,0.7073685488236233,0.6708763943706577
81,0002,0.5,1.77,0.0,0.9431580650981782,0.7073685488236336,0.6717535002438435
82,0003,0.5,1.77,0.0,0.9431580650981741,0.7073685488236306,0.6719084854448232
83,0004,0.5,1.77,0.0,0.9431580650981677,0.7073685488236258,0.6717668126127901
84,0005,0.5,1.77,0.0,0.9431580650981678,0.7073685488236259,0.6713416740198215
85,0001,0.5,1.77,-0.12,0.943158065098154,0.7073685488236156,0.6916294144972382
86,0002,0.5,1.77,-0.12,0.9431580650981692,0.7073685488236269,0.6925666001327594
87,0003,0.5,1.77,-0.12,0.9431580650981705,0.7073685488236279,0.6931526597035873
88,0004,0.5,1.77,-0.12,0.9431580650981748,0.7073685488236311,0.6917410847449351
89,0005,0.5,1.77,-0.12,0.9431580650981588,0.7073685488236191,0.6924891681561126
90,0001,0.5,1.77,-0.06,0.9431580650981533,0.7073685488236149,0.6822744446242125
91,0002,0.5,1.77,-0.06,0.9431580650981525,0.7073685488236144,0.6815989112719187
92,0003,0.5,1.77,-0.06,0.9431580650981597,0.7073685488236198,0.6815710352463007
93,0004,0.5,1.77,-0.06,0.9431580650981735,0.7073685488236301,0.6826204122323632
94,0005,0.5,1.77,-0.06,0.9431580650981656,0.7073685488236242,0.6823448844048591
95,0001,0.5,1.77,0.06,0.9431580650981556,0.7073685488236167,0.6612171285619267
96,0002,0.5,1.77,0.06,0.9431580650981639,0.7073685488236229,0.6613946368243246
97,0003,0.5,1.77,0.06,0.9431580650981636,0.7073685488236227,0.661448192016805
98,0004,0.5,1.77,0.06,0.9431580650981753,0.7073685488236315,0.6615239077036993
99,0005,0.5,1.77,0.06,0.943158065098158,0.7073685488236185,0.6614673787338323
100,0001,0.5,2.85,-0.12,0.9771743701972835,0.7328807776479626,0.7258469923655839
101,0002,0.5,2.85,-0.12,0.977174370197287,0.7328807776479652,0.727800941879676
102,0003,0.5,2.85,-0.12,0.977174370197284,0.732880777647963,0.726299412444726
103,0004,0.5,2.85,-0.12,0.977174370197285,0.7328807776479638,0.7254935338726142
104,0005,0.5,2.85,-0.12,0.9771743701972846,0.7328807776479634,0.7258002717511723
105,0001,0.5,2.31,0.25,0.9544968334645572,0.7158726250984179,0.64941618374962
106,0002,0.5,2.31,0.25,0.9544968334643973,0.715872625098298,0.6473130156949566
107,0003,0.5,2.31,0.25,0.9544968334645012,0.7158726250983759,0.6469279860430677
108,0004,0.5,2.31,0.25,0.9544968334645458,0.7158726250984094,0.6478171803155742
109,0005,0.5,2.31,0.25,0.9544968334645307,0.715872625098398,0.6476027283117964
110,0001,0.5,2.85,-0.25,0.9771743701972861,0.7328807776479646,0.7357487612029289
111,0002,0.5,2.85,-0.25,0.9771743701972844,0.7328807776479632,0.7360016438352892
112,0003,0.5,2.85,-0.25,0.9771743701972851,0.7328807776479639,0.7351117892620369
113,0004,0.5,2.85,-0.25,0.9771743701972815,0.7328807776479611,0.7358567653972777
114,0005,0.5,2.85,-0.25,0.9771743701972856,0.7328807776479642,0.7357325164704955
115,0001,0.5,2.31,0.19,0.9544968334645414,0.715872625098406,0.6571689143132559
116,0002,0.5,2.31,0.19,0.9544968334646023,0.7158726250984517,0.6560597239493935
117,0003,0.5,2.31,0.19,0.9544968334645669,0.7158726250984252,0.6570191347457957
118,0004,0.5,2.31,0.19,0.9544968334645209,0.7158726250983907,0.6560695842537261
119,0005,0.5,2.31,0.19,0.9544968334644819,0.7158726250983614,0.6566116175367175
120,0001,0.5,2.85,-0.19,0.9771743701972851,0.7328807776479639,0.7311026320163962
121,0002,0.5,2.85,-0.19,0.9771743701972858,0.7328807776479644,0.7314171572411976
122,0003,0.5,2.85,-0.19,0.9771743701972858,0.7328807776479644,0.7306448518487128
123,0004,0.5,2.85,-0.19,0.9771743701972844,0.7328807776479632,0.7310681701802144
124,0005,0.5,2.85,-0.19,0.9771743701972847,0.7328807776479636,0.7310548530596613
125,0001,0.5,1.77,0.12,0.9431580650981594,0.7073685488236195,0.6512016792653179
126,0002,0.5,1.77,0.12,0.9431580650981651,0.7073685488236239,0.6517802339823223
127,0003,0.5,1.77,0.12,0.9431580650981809,0.7073685488236356,0.652089178002461
128,0004,0.5,1.77,0.12,0.943158065098167,0.7073685488236252,0.6502872118813993
129,0005,0.5,1.77,0.12,0.9431580650981511,0.7073685488236133,0.6509045626455945
130,0001,0.5,2.31,-0.25,0.9544968334646052,0.715872625098454,0.7254120636161445
131,0002,0.5,2.31,-0.25,0.9544968334644712,0.7158726250983534,0.7255764173432934
132,0003,0.5,2.31,-0.25,0.954496833464597,0.7158726250984477,0.725974990337692
133,0004,0.5,2.31,-0.25,0.9544968334645291,0.7158726250983968,0.7256390464923347
134,0005,0.5,2.31,-0.25,0.9544968334645495,0.7158726250984121,0.724491916078021
135,0001,0.5,1.77,0.19,0.9431580650981702,0.7073685488236277,0.6403564933272783
136,0002,0.5,1.77,0.19,0.9431580650981507,0.707368548823613,0.6389797722522765
137,0003,0.5,1.77,0.19,0.9431580650981681,0.7073685488236261,0.6404047044792096
138,0004,0.5,1.77,0.19,0.9431580650981751,0.7073685488236313,0.6406495915675914
139,0005,0.5,1.77,0.19,0.9431580650981793,0.7073685488236345,0.6401376130275406
140,0001,0.5,1.77,0.25,0.9431580650981645,0.7073685488236233,0.6312460384006169
141,0002,0.5,1.77,0.25,0.9431580650981661,0.7073685488236247,0.6321975899723392
142,0003,0.5,1.77,0.25,0.9431580650981727,0.7073685488236295,0.63062080418951
143,0004,0.5,1.77,0.25,0.9431580650981692,0.7073685488236269,0.6310014462109474
144,0005,0.5,1.77,0.25,0.9431580650981614,0.707368548823621,0.6305390181190821
145,0001,0.5,2.31,-0.19,0.9544968334645854,0.715872625098439,0.7167241767343873
146,0002,0.5,2.31,-0.19,0.9544968334645291,0.7158726250983968,0.7154448360048921
147,0003,0.5,2.31,-0.19,0.9544968334644995,0.7158726250983747,0.7159328359129461
148,0004,0.5,2.31,-0.19,0.9544968334645518,0.7158726250984139,0.7163468761372717
149,0005,0.5,2.31,-0.19,0.9544968334645588,0.7158726250984191,0.714436310692022
150,0001,0.5,2.31,-0.12,0.9544968334645482,0.7158726250984111,0.7046196741441401
151,0002,0.5,2.31,-0.12,0.954496833464595,0.7158726250984463,0.7043200501683506
152,0003,0.5,2.31,-0.12,0.9544968334645478,0.7158726250984109,0.7043975381050497
153,0004,0.5,2.31,-0.12,0.9544968334645568,0.7158726250984176,0.7043156498300871
154,0005,0.5,2.31,-0.12,0.9544968334645779,0.7158726250984334,0.7042335275189227
155,0001,0.5,2.31,-0.06,0.9544968334645095,0.7158726250983821,0.6944862730709398
156,0002,0.5,2.31,-0.06,0.9544968334645393,0.7158726250984044,0.6945472134109991
157,0003,0.5,2.31,-0.06,0.954496833464524,0.715872625098393,0.6939423775991354
158,0004,0.5,2.31,-0.06,0.9544968334646206,0.7158726250984654,0.6950911310601698
159,0005,0.5,2.31,-0.06,0.9544968334645472,0.7158726250984103,0.6949522242912348
160,0001,0.5,2.31,0.0,0.9544968334645408,0.7158726250984057,0.6849782311736716
161,0002,0.5,2.31,0.0,0.9544968334646066,0.7158726250984548,0.6852394820971685
162,0003,0.5,2.31,0.0,0.9544968334645302,0.7158726250983977,0.6856717020686681
163,0004,0.5,2.31,0.0,0.954496833464533,0.7158726250983998,0.6854355176754262
164,0005,0.5,2.31,0.0,0.9544968334645703,0.7158726250984278,0.6853279179978863
165,0001,0.5,2.31,0.12,0.9544968334645133,0.715872625098385,0.6678306790783577
166,0002,0.5,2.31,0.12,0.9544968334645262,0.7158726250983947,0.6664370861655605
167,0003,0.5,2.31,0.12,0.954496833464575,0.7158726250984313,0.6670795381906345
168,0004,0.5,2.31,0.12,0.954496833464501,0.7158726250983757,0.666350902312006
169,0005,0.5,2.31,0.12,0.9544968334644905,0.7158726250983679,0.6670989444767157
170,0001,0.5,2.31,0.06,0.9544968334646391,0.7158726250984793,0.6761091905975801
171,0002,0.5,2.31,0.06,0.9544968334644685,0.7158726250983513,0.6757524803768172
172,0003,0.5,2.31,0.06,0.9544968334646149,0.7158726250984612,0.6762624094655275
173,0004,0.5,2.31,0.06,0.9544968334644518,0.7158726250983389,0.6765388046178621
174,0005,0.5,2.31,0.06,0.9544968334645667,0.715872625098425,0.6761094994447348
175,0001,0.5,2.85,0.25,0.9771743701972855,0.7328807776479641,0.6989469487331597
176,0002,0.5,2.85,0.25,0.977174370197287,0.7328807776479652,0.6994429772843214
177,0003,0.5,2.85,0.25,0.977174370197282,0.7328807776479616,0.6993427709389958
178,0004,0.5,2.85,0.25,0.9771743701972815,0.7328807776479611,0.6987806688407115
179,0005,0.5,2.85,0.25,0.9771743701972836,0.7328807776479627,0.6994800943615761
180,0001,0.5,2.85,0.19,0.9771743701972846,0.7328807776479634,0.7034653561787788
181,0002,0.5,2.85,0.19,0.977174370197285,0.7328807776479638,0.7036182745441167
182,0003,0.5,2.85,0.19,0.977174370197284,0.732880777647963,0.703399806486303
183,0004,0.5,2.85,0.19,0.9771743701972802,0.7328807776479601,0.7038280600662078
184,0005,0.5,2.85,0.19,0.9771743701972835,0.7328807776479626,0.7044267332299471
185,0001,0.5,2.85,0.12,0.9771743701972857,0.7328807776479643,0.7083027351896906
186,0002,0.5,2.85,0.12,0.9771743701972876,0.7328807776479657,0.7088759777807736
187,0003,0.5,2.85,0.12,0.9771743701972809,0.7328807776479607,0.7078762275704575
188,0004,0.5,2.85,0.12,0.977174370197287,0.7328807776479652,0.7090701468935577
189,0005,0.5,2.85,0.12,0.9771743701972846,0.7328807776479634,0.708504373039121
190,0001,0.5,2.85,-0.06,0.9771743701972863,0.7328807776479647,0.7217843801005502
191,0002,0.5,2.85,-0.06,0.9771743701972866,0.7328807776479649,0.7213513634798018
192,0003,0.5,2.85,-0.06,0.977174370197284,0.732880777647963,0.721768555795813
193,0004,0.5,2.85,-0.06,0.9771743701972911,0.7328807776479684,0.7216734795392464
194,0005,0.5,2.85,-0.06,0.9771743701972883,0.7328807776479662,0.7214968264546404
195,0001,0.5,2.85,0.06,0.9771743701972868,0.7328807776479651,0.7127366532741727
196,0002,0.5,2.85,0.06,0.9771743701972868,0.7328807776479651,0.7125723616246884
197,0003,0.5,2.85,0.06,0.9771743701972846,0.7328807776479634,0.7133639796677229
198,0004,0.5,2.85,0.06,0.9771743701972868,0.7328807776479651,0.7125696159840427
199,0005,0.5,2.85,0.06,0.9771743701972866,0.7328807776479649,0.7128775615047841
200,0001,0.5,2.85,0.0,0.9771743701972855,0.7328807776479641,0.717123419074726
201,0002,0.5,2.85,0.0,0.9771743701972873,0.7328807776479654,0.7172716813667247
202,0003,0.5,2.85,0.0,0.9771743701972837,0.7328807776479628,0.7160713568321441
203,0004,0.5,2.85,0.0,0.9771743701972866,0.7328807776479649,0.7165113521647664
204,0005,0.5,2.85,0.0,0.9771743701972825,0.7328807776479619,0.717165809207435
205,0001,0.5,3.39,-0.25,0.9790641649250166,0.7342981236937625,0.736794596826131
206,0002,0.5,3.39,-0.25,0.9790641649250127,0.7342981236937595,0.736552908386669
207,0003,0.5,3.39,-0.25,0.9790641649250139,0.7342981236937605,0.7355109095520671
208,0004,0.5,3.39,-0.25,0.9790641649250108,0.7342981236937581,0.7365280953857618
209,0005,0.5,3.39,-0.25,0.9790641649250151,0.7342981236937614,0.737307923246885
210,0001,0.5,3.39,-0.19,0.9790641649250119,0.7342981236937589,0.731825446735348
211,0002,0.5,3.39,-0.19,0.9790641649250144,0.7342981236937608,0.731387822802362
212,0003,0.5,3.39,-0.19,0.9790641649250132,0.7342981236937599,0.7325814013839339
213,0004,0.5,3.39,-0.19,0.9790641649250149,0.7342981236937611,0.7329872132781302
214,0005,0.5,3.39,-0.19,0.9790641649250141,0.7342981236937607,0.731783347169381
215,0001,0.5,3.39,0.12,0.9790641649250136,0.7342981236937602,0.7116137717504443
216,0002,0.5,3.39,0.12,0.9790641649250111,0.7342981236937584,0.7116126175141178
217,0003,0.5,3.39,0.12,0.9790641649250165,0.7342981236937624,0.7114864542926997
218,0004,0.5,3.39,0.12,0.9790641649250119,0.7342981236937589,0.7114858669606381
219,0005,0.5,3.39,0.12,0.9790641649250132,0.7342981236937599,0.7109882261162838
220,0001,0.5,3.39,0.19,0.9790641649250147,0.734298123693761,0.7069987347243608
221,0002,0.5,3.39,0.19,0.9790641649250083,0.7342981236937562,0.7072586348335019
222,0003,0.5,3.39,0.19,0.9790641649250139,0.7342981236937605,0.7069524202044853
223,0004,0.5,3.39,0.19,0.9790641649250165,0.7342981236937624,0.7065020987678554
224,0005,0.5,3.39,0.19,0.9790641649250083,0.7342981236937562,0.7070157479298915
225,0001,0.5,3.39,-0.06,0.9790641649250134,0.73429812369376,0.724680250363271
226,0002,0.5,3.39,-0.06,0.979064164925017,0.7342981236937628,0.7237673461042252
227,0003,0.5,3.39,-0.06,0.9790641649250119,0.7342981236937589,0.7235696432480175
228,0004,0.5,3.39,-0.06,0.9790641649250136,0.7342981236937602,0.7233765388494027
229,0005,0.5,3.39,-0.06,0.9790641649250117,0.7342981236937588,0.7228803389100373
230,0001,0.5,3.39,-0.12,0.9790641649250156,0.7342981236937617,0.727573510477764
231,0002,0.5,3.39,-0.12,0.9790641649250136,0.7342981236937602,0.7283593664496189
232,0003,0.5,3.39,-0.12,0.979064164925013,0.7342981236937598,0.7275649944057507
233,0004,0.5,3.39,-0.12,0.9790641649250178,0.7342981236937633,0.7273312230965715
234,0005,0.5,3.39,-0.12,0.9790641649250117,0.7342981236937588,0.7269115782363557
235,0001,0.5,3.39,0.0,0.9790641649250161,0.7342981236937621,0.7194949160777504
236,0002,0.5,3.39,0.0,0.9790641649250129,0.7342981236937597,0.7193295706171986
237,0003,0.5,3.39,0.0,0.9790641649250119,0.7342981236937589,0.7193957240223008
238,0004,0.5,3.39,0.0,0.9790641649250149,0.7342981236937611,0.7190461932339735
239,0005,0.5,3.39,0.0,0.979064164925013,0.7342981236937598,0.7193028984867941
240,0001,0.5,3.39,0.06,0.9790641649250154,0.7342981236937615,0.7165793046870217
241,0002,0.5,3.39,0.06,0.9790641649250108,0.7342981236937581,0.7159923491328741
242,0003,0.5,3.39,0.06,0.9790641649250125,0.7342981236937594,0.7150896707814437
243,0004,0.5,3.39,0.06,0.9790641649250165,0.7342981236937624,0.7156809312455636
244,0005,0.5,3.39,0.06,0.9790641649250128,0.7342981236937596,0.7155778766685732
245,0001,0.5,4.46,-0.19,0.9922927280191162,0.7442195460143372,0.7375389505855133
246,0002,0.5,4.46,-0.19,0.9922927280191162,0.7442195460143372,0.7375389505855133
247,0003,0.5,4.46,-0.19,0.9922927280191159,0.7442195460143369,0.7375297483727381
248,0004,0.5,4.46,-0.19,0.9922927280191162,0.7442195460143372,0.7375389505855133
249,0005,0.5,4.46,-0.19,0.9922927280191162,0.7442195460143372,0.7375372823242311
250,0001,0.5,4.46,0.0,0.9922927280191162,0.7442195460143372,0.737537295390707
251,0002,0.5,4.46,0.0,0.9922927280191159,0.7442195460143369,0.7375240763929913
252,0003,0.5,4.46,0.0,0.9922927280191159,0.7442195460143369,0.7375297483727381
253,0004,0.5,4.46,0.0,0.9922927280191162,0.7442195460143372,0.7375306014709017
254,0005,0.5,4.46,0.0,0.9922927280191164,0.7442195460143373,0.7375331013855329
255,0001,0.5,4.46,-0.25,0.9922927280191159,0.7442195460143369,0.7375350295033133
256,0002,0.5,4.46,-0.25,0.9922927280191162,0.7442195460143372,0.7375389505855133
257,0003,0.5,4.46,-0.25,0.9922927280191162,0.7442195460143372,0.7375389505855133
258,0004,0.5,4.46,-0.25,0.9922927280191159,0.7442195460143369,0.7375297483727381
259,0005,0.5,4.46,-0.25,0.9922927280191162,0.7442195460143372,0.7375389505855133
260,0001,0.5,4.46,0.19,0.9922927280191162,0.7442195460143372,0.7375389505855133
261,0002,0.5,4.46,0.19,0.9922927280191162,0.7442195460143372,0.7375372823242311
262,0003,0.5,4.46,0.19,0.9922927280191159,0.7442195460143369,0.7375370069163444
263,0004,0.5,4.46,0.19,0.9922927280191159,0.7442195460143369,0.7375297483727381
264,0005,0.5,4.46,0.19,0.9922927280191162,0.7442195460143372,0.7375389505855133
265,0001,0.5,4.46,-0.06,0.9922927280191162,0.7442195460143372,0.7375389505855133
266,0002,0.5,4.46,-0.06,0.9922927280191159,0.7442195460143369,0.7375297483727381
267,0003,0.5,4.46,-0.06,0.9922927280191159,0.7442195460143369,0.7375297483727381
268,0004,0.5,4.46,-0.06,0.9922927280191159,0.7442195460143369,0.7375350295033133
269,0005,0.5,4.46,-0.06,0.9922927280191159,0.7442195460143369,0.7375297483727381
270,0001,1.06,0.7,-0.06,0.7494878129995801,0.562115859749685,0.4822959992019938
271,0002,1.06,0.7,-0.06,0.7494878129993178,0.5621158597494883,0.48291067505898416
272,0003,1.06,0.7,-0.06,0.7494878129996915,0.5621158597497686,0.4827107420896169
273,0004,1.06,0.7,-0.06,0.7494878129994542,0.5621158597495907,0.48389312942273494
274,0005,1.06,0.7,-0.06,0.7494878129992779,0.5621158597494584,0.4830787274607262
275,0001,1.06,0.7,0.0,0.7494878129991795,0.5621158597493846,0.4753879258080103
276,0002,1.06,0.7,0.0,0.74948781299931,0.5621158597494825,0.4740595649650046
277,0003,1.06,0.7,0.0,0.7494878129993432,0.5621158597495074,0.4733485252661536
278,0004,1.06,0.7,0.0,0.7494878129994357,0.5621158597495768,0.4737013081306956
279,0005,1.06,0.7,0.0,0.749487812999671,0.5621158597497533,0.4746425379392003
280,0001,1.06,1.77,0.12,0.9142482910482992,0.6856862182862244,0.630198204080771
281,0002,1.06,1.77,0.12,0.9142482910483842,0.6856862182862882,0.6301539946320329
282,0003,1.06,1.77,0.12,0.914248291048396,0.6856862182862971,0.63042648457026
283,0004,1.06,1.77,0.12,0.9142482910484336,0.6856862182863253,0.6298858236709532
284,0005,1.06,1.77,0.12,0.9142482910484757,0.6856862182863568,0.6296230471211116
285,0001,1.06,0.7,-0.19,0.7494878129992668,0.5621158597494501,0.49803654696064203
286,0002,1.06,0.7,-0.19,0.7494878129995004,0.5621158597496253,0.5029095856568453
287,0003,1.06,0.7,-0.19,0.749487812999616,0.562115859749712,0.503402676210093
288,0004,1.06,0.7,-0.19,0.7494878129993687,0.5621158597495265,0.500877340752507
289,0005,1.06,0.7,-0.19,0.749487812999481,0.5621158597496108,0.4969732684586865
290,0001,1.06,0.7,-0.12,0.74948781299936,0.56211585974952,0.4897591287993035
291,0002,1.06,0.7,-0.12,0.7494878129993582,0.5621158597495186,0.48906123156330084
292,0003,1.06,0.7,-0.12,0.7494878129995817,0.5621158597496863,0.4930124961125746
293,0004,1.06,0.7,-0.12,0.7494878129996057,0.5621158597497042,0.490819893538503
294,0005,1.06,0.7,-0.12,0.7494878129992611,0.5621158597494459,0.4902325321465414
295,0001,1.06,0.7,-0.25,0.7494878129994852,0.5621158597496139,0.5054859031082723
296,0002,1.06,0.7,-0.25,0.7494878129993758,0.5621158597495319,0.508493791765199
297,0003,1.06,0.7,-0.25,0.749487812999501,0.5621158597496257,0.5077640896640494
298,0004,1.06,0.7,-0.25,0.7494878129994841,0.5621158597496131,0.5026726459020442
299,0005,1.06,0.7,-0.25,0.7494878129992225,0.5621158597494168,0.5032451235353248
300,0001,1.06,1.77,0.0,0.9142482910484696,0.6856862182863522,0.6410861846168232
301,0002,1.06,1.77,0.0,0.9142482910485686,0.6856862182864265,0.6418953256456937
302,0003,1.06,1.77,0.0,0.9142482910484048,0.6856862182863036,0.6411762573995152
303,0004,1.06,1.77,0.0,0.9142482910485424,0.6856862182864069,0.6409225796308571
304,0005,1.06,1.77,0.0,0.9142482910485816,0.6856862182864362,0.6413801371827433
305,0001,1.06,0.7,0.12,0.7494878129995328,0.5621158597496496,0.45783058144319916
306,0002,1.06,0.7,0.12,0.7494878129993224,0.5621158597494917,0.4597910930971407
307,0003,1.06,0.7,0.12,0.7494878129995134,0.5621158597496351,0.45822059157306877
308,0004,1.06,0.7,0.12,0.749487812999435,0.5621158597495762,0.4585861757382479
309,0005,1.06,0.7,0.12,0.7494878129993588,0.5621158597495192,0.45938535337291525
310,0001,1.06,0.7,0.06,0.7494878129991314,0.5621158597493485,0.4671780103138193
311,0002,1.06,0.7,0.06,0.7494878129994809,0.5621158597496106,0.4658878586799698
312,0003,1.06,0.7,0.06,0.7494878129994237,0.5621158597495678,0.46724828060842516
313,0004,1.06,0.7,0.06,0.7494878129994635,0.5621158597495977,0.4670587718593503
314,0005,1.06,0.7,0.06,0.7494878129992699,0.5621158597494524,0.4671312652671132
